,Prompt,Correct Object,GPT-reply,Status
291,"Theo Fleury:(1968-06-29)::Henry J Stern:X; X is
1) 1919-10-26
2) 1935-05-01
3) 1965-09-09
4) 1836-10-18",1935-05-01,2) 1935-05-01,True
292,"Henry J Stern:(1935-05-01)::Jesse L Jackson:X; X is
1) 1938-06-28
2) 1918-02-01
3) 1941-10-08
4) 1963-12-02",1941-10-08,3) 1941-10-08,True
293,"Jesse L Jackson:(1941-10-08)::Vernon E Jr Jordan:X; X is
1) 1925-10-21
2) 1939-07-21
3) 1947-07-30
4) 1935-08-15",1935-08-15,1) 1925-10-21,False
294,"Vernon E Jr Jordan:(1935-08-15)::James Q Wilson:X; X is
1) 1931-05-27
2) 1953-11-28
3) 1941-05-01
4) 1977-04-14",1931-05-27,1) 1931-05-27,True
295,"James Q Wilson:(1931-05-27)::Todd Gitlin:X; X is
1) 1961-09-07
2) 1943-01-01
3) 1965-12-30
4) 1951-10-29",1943-01-01,2) 1943-01-01,True
296,"Todd Gitlin:(1943-01-01)::Kathleen Turner:X; X is
1) 1955-06-12
2) 1954-06-19
3) 1962-02-23
4) 1822-04-27",1954-06-19,1) 1955-06-12,False
297,"Kathleen Turner:(1954-06-19)::Stuart Appleby:X; X is
1) 1923-03-05
2) 1957-01-13
3) 1962-11-11
4) 1971-05-01",1971-05-01,3) 1962-11-11,False
298,"Stuart Appleby:(1971-05-01)::J Craig Venter:X; X is
1) 1932-06-17
2) 1984-10-26
3) 1975-01-01
4) 1946-10-14",1946-10-14,4) 1946-10-14,True
299,"J Craig Venter:(1946-10-14)::Mark B McClellan:X; X is
1) 1951-02-11
2) 1963-06-26
3) 1947-06-06
4) 1952-10-06",1963-06-26,2) 1963-06-26,True
300,"Mark B McClellan:(1963-06-26)::Oscar De La Hoya:X; X is
1) 1947-02-10
2) 1973-02-04
3) 1949-09-19
4) 1967-12-07",1973-02-04,2) 1973-02-04,True
301,"Oscar De La Hoya:(1973-02-04)::Pavel Bure:X; X is
1) 1966-11-14
2) 1928-01-02
3) 1971-03-31
4) 1923-04-21",1971-03-31,3) 1971-03-31,True
302,"Pavel Bure:(1971-03-31)::Craig Lucas:X; X is
1) 1949-05-11
2) 1947-10-06
3) 1960-01-12
4) 1951-04-30",1951-04-30,2) 1947-10-06,False
303,"Craig Lucas:(1951-04-30)::John Olerud:X; X is
1) 1968-08-05
2) 1943-03-09
3) 1946-01-23
4) 1965-10-05",1968-08-05,1) 1968-08-05,True
304,"John Olerud:(1968-08-05)::Edmund Hillary:X; X is
1) 1956-05-07
2) 1932-01-01
3) 1961-10-14
4) 1919-07-20",1919-07-20,4) 1919-07-20,True
305,"Edmund Hillary:(1919-07-20)::Paul Robeson:X; X is
1) 1945-06-17
2) 1960-04-04
3) 1937-09-14
4) 1898-04-09",1898-04-09,4) 1898-04-09,True
306,"Paul Robeson:(1898-04-09)::Derek Walcott:X; X is
1) 1924-12-25
2) 1965-10-05
3) 1918-12-25
4) 1930-01-23",1930-01-23,1) 1924-12-25,False
307,"Derek Walcott:(1930-01-23)::Eliot L Spitzer:X; X is
1) 1959-06-10
2) 1952-06-19
3) 1927-09-16
4) 1949-11-06",1959-06-10,2) 1959-06-10,True
308,"Eliot L Spitzer:(1959-06-10)::David Cameron:X; X is
1) 1971-05-01
2) 1964-01-01
3) 1941-09-24
4) 1966-10-09",1966-10-09,4) 1966-10-09,True
309,"David Cameron:(1966-10-09)::Denny Neagle:X; X is
1) 1971-04-29
2) 1921-09-14
3) 1919-10-22
4) 1968-09-13",1968-09-13,1) 1971-04-29,False
310,"Denny Neagle:(1968-09-13)::Pascal Lamy:X; X is
1) 1948-03-15
2) 1954-09-28
3) 1958-05-10
4) 1947-04-08",1947-04-08,1) 1948-03-15,False
311,"Pascal Lamy:(1947-04-08)::Ken Mehlman:X; X is
1) 1944-02-20
2) 1940-12-21
3) 1966-08-21
4) 1946-07-26",1966-08-21,3) 1966-08-21,True
312,"Ken Mehlman:(1966-08-21)::Samuel Zell:X; X is
1) 1938-08-29
2) 1926-07-08
3) 1941-09-28
4) 1942-03-07",1941-09-28,1) 1938-08-29,False
313,"Samuel Zell:(1941-09-28)::Jackie Mason:X; X is
1) 1954-09-20
2) 1967-08-20
3) 1931-06-09
4) 1927-03-18",1931-06-09,4) 1927-03-18,False
314,"Jackie Mason:(1931-06-09)::Ann Coulter:X; X is
1) 1972-03-17
2) 1946-03-22
3) 1954-03-01
4) 1961-12-08",1961-12-08,4) 1961-12-08,True
315,"Ann Coulter:(1961-12-08)::Curtis Sittenfeld:X; X is
1) 1978-05-29
2) 1934-07-26
3) 1966-03-25
4) 1975-01-01",1975-01-01,1) 1978-05-29,False
316,"Curtis Sittenfeld:(1975-01-01)::Leonardo da Vinci:X; X is
1) 1946-12-05
2) 1452-04-15
3) 1948-03-04
4) 1962-10-19",1452-04-15,2) 1452-04-15,True
317,"Leonardo da Vinci:(1452-04-15)::Wesley K Clark:X; X is
1) 1958-06-15
2) 1944-12-23
3) 1941-09-16
4) 1960-01-13",1944-12-23,2) 1944-12-23,True
318,"Wesley K Clark:(1944-12-23)::Gene Budig:X; X is
1) 1939-05-25
2) 1958-12-06
3) 1918-07-14
4) 1960-01-15",1939-05-25,1) 1939-05-25,True
319,"Gene Budig:(1939-05-25)::Brian de Palma:X; X is
1) 1981-04-25
2) 1927-09-16
3) 1954-06-20
4) 1940-09-11",1940-09-11,4) 1940-09-11,True
320,"Brian de Palma:(1940-09-11)::Matthew Bourne:X; X is
1) 1949-08-09
2) 1955-05-26
3) 1960-01-13
4) 1963-04-06",1960-01-13,2) 1955-05-26,False
321,"Matthew Bourne:(1960-01-13)::Bob Watson:X; X is
1) 1931-11-12
2) 1950-12-11
3) 1946-04-10
4) 1924-03-06",1946-04-10,3) 1946-04-10,True
322,"Bob Watson:(1946-04-10)::Aaron Jay Kernis:X; X is
1) 1960-01-15
2) 1912-08-23
3) 1943-07-04
4) 1968-01-01",1960-01-15,1) 1960-01-15,True
323,"Aaron Jay Kernis:(1960-01-15)::Yuri Temirkanov:X; X is
1) 1947-02-10
2) 1938-01-28
3) 1932-02-04
4) 1938-12-10",1938-12-10,2) 1938-01-28,False
324,"Yuri Temirkanov:(1938-12-10)::Errol Morris:X; X is
1) 1941-08-05
2) 1948-02-05
3) 1959-04-03
4) 1967-05-31",1948-02-05,1) 1941-08-05,False
325,"Errol Morris:(1948-02-05)::David D McKiernan:X; X is
1) 1950-12-11
2) 1973-01-10
3) 1943-11-28
4) 1967-08-20",1950-12-11,1) 1950-12-11,True
326,"David D McKiernan:(1950-12-11)::Ruby Dee:X; X is
1) 1922-10-27
2) 1958-07-08
3) 1946-05-04
4) 1954-06-19",1922-10-27,1) 1922-10-27,True
327,"Ruby Dee:(1922-10-27)::Carly Simon:X; X is
1) 1959-10-23
2) 1947-11-28
3) 1946-06-14
4) 1945-06-25",1945-06-25,3) 1946-06-14,False
328,"Carly Simon:(1945-06-25)::Kurt Vonnegut:X; X is
1) 1922-11-11
2) 1944-08-07
3) 1921-07-06
4) 1960-12-03",1922-11-11,1) 1922-11-11,True
329,"Kurt Vonnegut:(1922-11-11)::Sigmund Freud:X; X is
1) 1961-10-14
2) 1941-05-01
3) 1937-07-12
4) 1856-05-06",1856-05-06,4) 1856-05-06,True
330,"Sigmund Freud:(1856-05-06)::Marilyn Horne:X; X is
1) 1914-04-04
2) 1980-04-10
3) 1959-12-13
4) 1934-01-16",1934-01-16,4) 1934-01-16,True
331,"Marilyn Horne:(1934-01-16)::Nancy Reagan:X; X is
1) 1940-03-24
2) 1953-03-16
3) 1921-07-06
4) 1959-08-28",1921-07-06,3) 1921-07-06,True
332,"Nancy Reagan:(1921-07-06)::Edward Teller:X; X is
1) 1967-12-06
2) 1908-01-15
3) 1952-10-06
4) 1564-01-01",1908-01-15,2) 1908-01-15,True
333,"Edward Teller:(1908-01-15)::Steve Mariucci:X; X is
1) 1961-01-02
2) 1955-11-04
3) 1985-12-08
4) 1946-06-14",1955-11-04,2) 1955-11-04,True
334,"Steve Mariucci:(1955-11-04)::Loretta A Preska:X; X is
1) 1968-09-13
2) 1949-01-07
3) 1943-10-13
4) 1937-10-04",1949-01-07,2) 1949-01-07,True
335,"Loretta A Preska:(1949-01-07)::L Paul III Bremer:X; X is
1) 1941-09-30
2) 1813-10-10
3) 1956-03-24
4) 1949-01-07",1941-09-30,1) 1941-09-30,True
336,"L Paul III Bremer:(1941-09-30)::Rip Torn:X; X is
1) 1941-05-01
2) 1931-02-06
3) 1917-12-18
4) 1934-07-21",1931-02-06,4) 1934-07-21,False
337,"Rip Torn:(1931-02-06)::Jose Luis Rodriguez Zapatero:X; X is
1) 1960-08-04
2) 1944-11-17
3) 1951-05-16
4) 1951-05-23",1960-08-04,1) 1960-08-04,True
338,"Jose Luis Rodriguez Zapatero:(1960-08-04)::Daron Rahlves:X; X is
1) 1946-01-23
2) 1946-06-14
3) 1973-06-12
4) 1942-04-06",1973-06-12,3) 1973-06-12,True
339,"Daron Rahlves:(1973-06-12)::Ricardo Lagos:X; X is
1) 1931-10-20
2) 1935-06-25
3) 1961-08-13
4) 1938-03-02",1938-03-02,1) 1931-10-20,False
340,"Ricardo Lagos:(1938-03-02)::Rick Santorum:X; X is
1) 1953-03-16
2) 1958-05-10
3) 1971-03-31
4) 1966-10-30",1958-05-10,1) 1953-03-16,False
341,"Rick Santorum:(1958-05-10)::Spencer Tunick:X; X is
1) 1952-11-06
2) 1941-01-01
3) 1970-01-01
4) 1967-01-01",1967-01-01,4) 1967-01-01,True
342,"Spencer Tunick:(1967-01-01)::Nelson Peltz:X; X is
1) 1971-04-29
2) 1941-10-09
3) 1941-08-22
4) 1942-06-24",1942-06-24,2) 1941-10-09,False
343,"Nelson Peltz:(1942-06-24)::Ian Bostridge:X; X is
1) 1960-04-04
2) 1964-12-25
3) 1978-04-03
4) 1944-09-01",1964-12-25,2) 1964-12-25,True
344,"Ian Bostridge:(1964-12-25)::Rupert Murdoch:X; X is
1) 1970-12-01
2) 1963-03-19
3) 1931-03-11
4) 1938-03-07",1931-03-11,3) 1931-03-11,True
345,"Rupert Murdoch:(1931-03-11)::Howard Gardner:X; X is
1) 1948-10-24
2) 1950-10-27
3) 1943-07-11
4) 1960-01-13",1943-07-11,3) 1943-07-11,True
346,"Howard Gardner:(1943-07-11)::Jule Styne:X; X is
1) 1960-03-14
2) 1959-02-17
3) 1919-07-15
4) 1905-12-31",1905-12-31,4) 1905-12-31,True
347,"Jule Styne:(1905-12-31)::Earvin Johnson:X; X is
1) 1970-11-06
2) 1918-08-30
3) 1942-01-01
4) 1959-08-14",1959-08-14,4) 1959-08-14,True
348,"Earvin Johnson:(1959-08-14)::Barack Obama:X; X is
1) 1944-01-05
2) 1938-01-01
3) 1955-03-02
4) 1961-08-04",1961-08-04,4) 1961-08-04,True
349,"Barack Obama:(1961-08-04)::Ted Koppel:X; X is
1) 1966-11-14
2) 1959-12-13
3) 1930-06-28
4) 1940-02-08",1940-02-08,4) 1940-02-08,True
350,"Ted Koppel:(1940-02-08)::Ernie Grunfeld:X; X is
1) 1955-04-24
2) 1935-09-02
3) 1947-10-06
4) 1949-05-23",1955-04-24,1) 1955-04-24,True
351,"Ernie Grunfeld:(1955-04-24)::Neil LaBute:X; X is
1) 1976-10-19
2) 1960-08-03
3) 1959-02-17
4) 1963-03-19",1963-03-19,2) 1960-08-03,False
352,"Neil LaBute:(1963-03-19)::Amos Oz:X; X is
1) 1941-04-15
2) 1932-05-07
3) 1939-05-04
4) 1969-04-15",1939-05-04,3) 1939-05-04,True
353,"Amos Oz:(1939-05-04)::Elvis Mitchell:X; X is
1) 1934-01-16
2) 1981-06-18
3) 1948-03-12
4) 1958-12-06",1958-12-06,4) 1958-12-06,True
354,"Elvis Mitchell:(1958-12-06)::Shirley M Tilghman:X; X is
1) 1948-12-24
2) 1973-08-14
3) 1946-09-17
4) 1917-08-14",1946-09-17,3) 1946-09-17,True
355,"Shirley M Tilghman:(1946-09-17)::Michael J Bragman:X; X is
1) 1940-01-28
2) 1940-01-01
3) 1940-08-11
4) 1958-05-10",1940-08-11,"This question seems to be looking for the birth date of Michael J Bragman, however, neither of provided options are correct. Michael J Bragman was born on October 29, 1940.",False
356,"Michael J Bragman:(1940-08-11)::Al Groh:X; X is
1) 1770-12-16
2) 1981-07-08
3) 1944-07-13
4) 1947-06-01",1944-07-13,3) 1944-07-13,True
357,"Al Groh:(1944-07-13)::Ted Williams:X; X is
1) 1918-08-30
2) 1960-12-28
3) 1921-09-14
4) 1925-06-10",1918-08-30,1) 1918-08-30,True
358,"Ted Williams:(1918-08-30)::Tina Brown:X; X is
1) 1948-11-20
2) 1953-11-21
3) 1950-05-23
4) 1942-11-01",1953-11-21,2) 1953-11-21,True
359,"Tina Brown:(1953-11-21)::Petr Sykora:X; X is
1) 1976-10-19
2) 1937-01-30
3) 1970-12-01
4) 1958-05-04",1976-10-19,1) 1976-10-19,True
360,"Petr Sykora:(1976-10-19)::James P Hoffa:X; X is
1) 1958-10-13
2) 1929-09-08
3) 1958-06-15
4) 1941-05-09",1941-05-09,2) 1929-09-08,False
361,"James P Hoffa:(1941-05-09)::Elisabeth Bumiller:X; X is
1) 1955-04-28
2) 1961-01-18
3) 1956-05-15
4) 1938-06-19",1956-05-15,1) 1955-04-28,False
362,"Elisabeth Bumiller:(1956-05-15)::David Yassky:X; X is
1) 1964-03-03
2) 1909-06-06
3) 1949-12-25
4) 1881-03-25",1964-03-03,1) 1964-03-03,True
363,"David Yassky:(1964-03-03)::Joe Namath:X; X is
1) 1938-03-02
2) 1943-05-31
3) 1949-11-06
4) 1940-02-09",1943-05-31,2) 1943-05-31,True
364,"Joe Namath:(1943-05-31)::Alistair Cooke:X; X is
1) 1974-03-13
2) 1956-07-31
3) 1908-11-20
4) 1959-10-26",1908-11-20,3) 1908-11-20,True
365,"Alistair Cooke:(1908-11-20)::Barbara A Mikulski:X; X is
1) 1960-12-03
2) 1970-06-16
3) 1970-05-18
4) 1936-07-20",1936-07-20,4) 1936-07-20,True
366,"Barbara A Mikulski:(1936-07-20)::Roger Cohen:X; X is
1) 1928-02-01
2) 1926-06-03
3) 1955-08-02
4) 1946-08-16",1955-08-02,3) 1955-08-02,True
367,"Roger Cohen:(1955-08-02)::Arnoldo Aleman:X; X is
1) 1981-01-03
2) 1946-01-23
3) 1979-06-01
4) 1935-06-25",1946-01-23,4) 1935-06-25,False
368,"Arnoldo Aleman:(1946-01-23)::Jean Renoir:X; X is
1) 1889-03-12
2) 1956-01-01
3) 1965-01-01
4) 1894-09-15",1894-09-15,1) 1889-03-12,False
369,"Jean Renoir:(1894-09-15)::Dorothy Day:X; X is
1) 1981-06-18
2) 1929-09-08
3) 1950-05-23
4) 1897-11-08",1897-11-08,4) 1897-11-08,True
370,"Dorothy Day:(1897-11-08)::Laurence A Tisch:X; X is
1) 1946-07-04
2) 1912-08-23
3) 1954-07-30
4) 1923-03-05",1923-03-05,2) 1912-08-23,False
371,"Laurence A Tisch:(1923-03-05)::Patrick Stewart:X; X is
1) 1954-01-01
2) 1932-08-01
3) 1969-04-06
4) 1940-07-13",1940-07-13,4) 1940-07-13,True
372,"Patrick Stewart:(1940-07-13)::Mike Jarvis:X; X is
1) 1945-04-12
2) 1923-01-01
3) 1916-08-14
4) 1951-09-21",1945-04-12,4) 1951-09-21,False
373,"Mike Jarvis:(1945-04-12)::Amy Fisher:X; X is
1) 1974-08-21
2) 1949-01-12
3) 1941-07-03
4) 1951-03-22",1974-08-21,1) 1974-08-21,True
374,"Amy Fisher:(1974-08-21)::Barbara Crossette:X; X is
1) 1966-01-01
2) 1939-07-12
3) 1989-06-02
4) 1953-03-02",1939-07-12,2) 1939-07-12,True
375,"Barbara Crossette:(1939-07-12)::Michael Vick:X; X is
1) 1980-06-26
2) 1986-08-21
3) 1944-09-01
4) 1977-04-21",1980-06-26,1) 1980-06-26,True
376,"Michael Vick:(1980-06-26)::Charles W Sr Pickering:X; X is
1) 1936-12-25
2) 1937-05-29
3) 1946-05-04
4) 1945-12-06",1937-05-29,2) 1937-05-29,True
377,"Charles W Sr Pickering:(1937-05-29)::Vaclav Klaus:X; X is
1) 1938-08-09
2) 1941-06-19
3) 1946-09-26
4) 1974-08-16",1941-06-19,2) 1941-06-19,True
378,"Vaclav Klaus:(1941-06-19)::Ali Abdullah Saleh:X; X is
1) 1953-09-02
2) 1963-06-03
3) 1942-03-21
4) 1916-08-14",1942-03-21,1) 1953-09-02,False
379,"Ali Abdullah Saleh:(1942-03-21)::Verlyn Klinkenborg:X; X is
1) 1912-08-15
2) 1937-01-30
3) 1952-11-07
4) 1952-01-01",1952-01-01,3) 1952-11-07,False
380,"Verlyn Klinkenborg:(1952-01-01)::Katie Roiphe:X; X is
1) 1949-01-18
2) 1926-09-23
3) 1927-10-16
4) 1968-07-13",1968-07-13,4) 1968-07-13,True
381,"Katie Roiphe:(1968-07-13)::Byron Calame:X; X is
1) 1883-07-03
2) 1939-04-14
3) 1949-12-25
4) 1941-07-03",1939-04-14,2) 1939-04-14,True
382,"Byron Calame:(1939-04-14)::Thomas Stearns Eliot:X; X is
1) 1956-04-14
2) 1964-05-08
3) 1888-09-26
4) 1941-04-15",1888-09-26,3) 1888-09-26,True
383,"Thomas Stearns Eliot:(1888-09-26)::Trip Gabriel:X; X is
1) 1955-01-01
2) 1920-01-04
3) 1944-07-13
4) 1973-08-21",1955-01-01,3) 1944-07-13,False
384,"Trip Gabriel:(1955-01-01)::Isaiah Berlin:X; X is
1) 1909-06-06
2) 1969-04-03
3) 1946-12-30
4) 1969-10-19",1909-06-06,1) 1909-06-06,True
385,"Isaiah Berlin:(1909-06-06)::C Vivian Stringer:X; X is
1) 1948-03-16
2) 1973-04-14
3) 1958-10-13
4) 1968-07-23",1948-03-16,1) 1948-03-16,True
386,"C Vivian Stringer:(1948-03-16)::Byron L Dorgan:X; X is
1) 1906-03-19
2) 1952-06-19
3) 1942-05-14
4) 1956-03-13",1942-05-14,2) 1952-06-19,False
387,"Byron L Dorgan:(1942-05-14)::Iftikhar Muhammad Chaudhry:X; X is
1) 1948-12-12
2) 1948-08-03
3) 1932-05-07
4) 1945-11-12",1948-12-12,2) 1948-08-03,False
388,"Iftikhar Muhammad Chaudhry:(1948-12-12)::Avigdor Lieberman:X; X is
1) 1946-12-21
2) 1958-06-05
3) 1942-11-04
4) 1985-06-09",1958-06-05,2) 1958-06-05,True
389,"Avigdor Lieberman:(1958-06-05)::Meghan Daum:X; X is
1) 1953-09-05
2) 1967-07-14
3) 1993-12-06
4) 1970-01-01",1970-01-01,2) 1967-07-14,False
390,"Meghan Daum:(1970-01-01)::Floyd H Flake:X; X is
1) 1934-05-09
2) 1927-03-18
3) 1946-07-26
4) 1945-01-30",1945-01-30,3) 1946-07-26,False
391,"Floyd H Flake:(1945-01-30)::Jeff Van Gundy:X; X is
1) 1953-03-04
2) 1940-06-22
3) 1973-04-14
4) 1962-01-19",1962-01-19,4) 1962-01-19,True
392,"Jeff Van Gundy:(1962-01-19)::Alvin K Hellerstein:X; X is
1) 1871-07-10
2) 1972-10-16
3) 1949-06-29
4) 1933-01-01",1933-01-01,3) 1949-06-29,False
393,"Alvin K Hellerstein:(1933-01-01)::James B Comey:X; X is
1) 1946-09-26
2) 1956-04-14
3) 1960-12-14
4) 1936-09-29",1960-12-14,2) 1960-12-14,True
394,"James B Comey:(1960-12-14)::Marshall Faulk:X; X is
1) 1957-01-17
2) 1973-02-26
3) 1948-03-15
4) 1954-01-01",1973-02-26,2) 1973-02-26,True
395,"Marshall Faulk:(1973-02-26)::Kirby Puckett:X; X is
1) 1960-03-14
2) 1928-01-02
3) 1974-03-26
4) 1944-08-25",1960-03-14,1) 1960-03-14,True
396,"Kirby Puckett:(1960-03-14)::Queen of Great Britain Elizabeth II:X; X is
1) 1937-11-20
2) 1963-03-09
3) 1968-06-29
4) 1926-04-21",1926-04-21,4) 1926-04-21,True
397,"Queen of Great Britain Elizabeth II:(1926-04-21)::Harry Caray:X; X is
1) 1938-12-10
2) 1948-12-24
3) 1914-03-01
4) 1970-11-09",1914-03-01,3) 1914-03-01,True
398,"Harry Caray:(1914-03-01)::Antonio Vivaldi:X; X is
1) 1951-05-21
2) 1944-02-14
3) 1678-03-04
4) 1962-03-01",1678-03-04,3) 1678-03-04,True
399,"Antonio Vivaldi:(1678-03-04)::Tony Walton:X; X is
1) 1933-06-22
2) 1934-10-24
3) 1955-08-04
4) 1956-01-01",1934-10-24,1) 1933-06-22,False
400,"Tony Walton:(1934-10-24)::Manmohan Singh:X; X is
1) 1923-05-10
2) 1948-12-24
3) 1953-06-02
4) 1932-09-26",1932-09-26,1) 1923-05-10,False
401,"Manmohan Singh:(1932-09-26)::Edward N Luttwak:X; X is
1) 1970-11-09
2) 1564-01-01
3) 1941-09-19
4) 1942-11-04",1942-11-04,3) 1941-09-19,False
402,"Edward N Luttwak:(1942-11-04)::Lee Child:X; X is
1) 1564-01-01
2) 1954-10-29
3) 1943-02-03
4) 1928-01-02",1954-10-29,2) 1954-10-29,True
403,"Lee Child:(1954-10-29)::August Strindberg:X; X is
1) 1940-09-11
2) 1849-01-22
3) 1918-08-25
4) 1941-04-30",1849-01-22,2) 1849-01-22,True
404,"August Strindberg:(1849-01-22)::Stewart Cink:X; X is
1) 1943-11-12
2) 1950-10-10
3) 1984-10-26
4) 1973-05-21",1973-05-21,4) 1973-05-21,True
405,"Stewart Cink:(1973-05-21)::Louise Arbour:X; X is
1) 1947-03-19
2) 1958-02-03
3) 1944-01-01
4) 1947-02-10",1947-02-10,1) 1947-03-19,False
406,"Louise Arbour:(1947-02-10)::Geoff Nicholson:X; X is
1) 1956-08-04
2) 1953-03-04
3) 1921-09-14
4) 1955-06-12",1953-03-04,2) 1953-03-04,True
407,"Geoff Nicholson:(1953-03-04)::Aryeh Deri:X; X is
1) 1990-10-24
2) 1959-02-17
3) 1925-12-02
4) 1940-10-20",1959-02-17,2) 1959-02-17,True
408,"Aryeh Deri:(1959-02-17)::Phil Rizzuto:X; X is
1) 1953-06-02
2) 1933-06-20
3) 1968-02-17
4) 1917-09-25",1917-09-25,4) 1917-09-25,True
409,"Phil Rizzuto:(1917-09-25)::Barry Scheck:X; X is
1) 1946-12-21
2) 1953-01-22
3) 1949-09-19
4) 1931-02-06",1949-09-19,1) 1946-12-21,False
410,"Barry Scheck:(1949-09-19)::Bill T Jones:X; X is
1) 1922-03-12
2) 1969-04-06
3) 1952-02-15
4) 1951-05-13",1952-02-15,3) 1952-02-15,True
411,"Bill T Jones:(1952-02-15)::Bob Stoops:X; X is
1) 1960-09-06
2) 1969-04-06
3) 1940-11-06
4) 1906-03-19",1960-09-06,2) 1969-04-06,False
412,"Bob Stoops:(1960-09-06)::Salman Rushdie:X; X is
1) 1967-07-14
2) 1965-10-06
3) 1929-11-30
4) 1947-06-19",1947-06-19,4) 1947-06-19,True
413,"Salman Rushdie:(1947-06-19)::Dick Clark:X; X is
1) 1929-11-30
2) 1963-05-24
3) 1975-10-29
4) 1951-12-28",1929-11-30,1) 1929-11-30,True
414,"Dick Clark:(1929-11-30)::O J Simpson:X; X is
1) 1933-05-03
2) 1946-08-16
3) 1939-03-08
4) 1947-07-09",1947-07-09,4) 1947-07-09,True
415,"O J Simpson:(1947-07-09)::Lleyton Hewitt:X; X is
1) 1981-02-24
2) 1928-06-03
3) 1945-11-12
4) 1928-05-08",1981-02-24,1) 1981-02-24,True
416,"Lleyton Hewitt:(1981-02-24)::John Wetteland:X; X is
1) 1938-03-07
2) 1966-08-21
3) 1976-03-15
4) 1961-06-09",1966-08-21,2) 1966-08-21,True
417,"John Wetteland:(1966-08-21)::Kate Spade:X; X is
1) 1939-07-21
2) 1949-08-31
3) 1962-12-24
4) 1971-09-18",1962-12-24,3) 1962-12-24,True
418,"Kate Spade:(1962-12-24)::Anastasia Myskina:X; X is
1) 1967-01-08
2) 1951-02-11
3) 1981-07-08
4) 1981-08-08",1981-07-08,3) 1981-07-08,True
419,"Anastasia Myskina:(1981-07-08)::Muriel Spark:X; X is
1) 1927-07-18
2) 1883-07-03
3) 1918-02-01
4) 1940-08-11",1918-02-01,3) 1918-02-01,True
420,"Muriel Spark:(1918-02-01)::Marc Jacobs:X; X is
1) 1936-01-10
2) 1967-06-20
3) 1963-04-09
4) 1930-06-24",1963-04-09,3) 1963-04-09,True
421,"Marc Jacobs:(1963-04-09)::Herbert Muschamp:X; X is
1) 1947-12-07
2) 1970-05-12
3) 1947-11-28
4) 1953-09-02",1947-11-28,1) 1947-12-07,False
422,"Herbert Muschamp:(1947-11-28)::Janica Kostelic:X; X is
1) 1950-02-22
2) 1939-04-20
3) 1971-12-24
4) 1982-01-05",1982-01-05,4) 1982-01-05,True
423,"Janica Kostelic:(1982-01-05)::Benito Mussolini:X; X is
1) 1883-07-29
2) 1947-06-01
3) 1913-01-09
4) 1918-03-20",1883-07-29,1) 1883-07-29,True
424,"Benito Mussolini:(1883-07-29)::Ehud Barak:X; X is
1) 1942-02-12
2) 1678-03-04
3) 1953-01-22
4) 1933-01-01",1942-02-12,1) 1942-02-12,True
425,"Ehud Barak:(1942-02-12)::Thomas Enqvist:X; X is
1) 1974-03-13
2) 1906-03-19
3) 1948-08-19
4) 1937-06-01",1974-03-13,1) 1974-03-13,True
426,"Thomas Enqvist:(1974-03-13)::Karita Mattila:X; X is
1) 1977-02-13
2) 1961-10-14
3) 1883-07-03
4) 1960-09-05",1960-09-05,2) 1961-10-14,False
427,"Karita Mattila:(1960-09-05)::Ron Howard:X; X is
1) 1983-04-26
2) 1938-08-09
3) 1954-03-01
4) 1925-06-10",1954-03-01,3) 1954-03-01,True
428,"Ron Howard:(1954-03-01)::Mikhail Baryshnikov:X; X is
1) 1939-03-08
2) 1969-04-25
3) 1946-09-17
4) 1948-01-27",1948-01-27,4) 1948-01-27,True
429,"Mikhail Baryshnikov:(1948-01-27)::John Zorn:X; X is
1) 1963-04-13
2) 1945-06-06
3) 1956-05-23
4) 1953-09-02",1953-09-02,3) 1956-05-23,False
430,"John Zorn:(1953-09-02)::Mike Mussina:X; X is
1) 1953-09-05
2) 1968-12-08
3) 1942-03-07
4) 1971-11-09",1968-12-08,2) 1968-12-08,True
431,"Mike Mussina:(1968-12-08)::Santana Moss:X; X is
1) 1959-08-09
2) 1979-06-01
3) 1956-03-24
4) 1927-01-17",1979-06-01,2) 1979-06-01,True
432,"Santana Moss:(1979-06-01)::Jonathan Pryce:X; X is
1) 1949-05-09
2) 1955-12-04
3) 1966-04-22
4) 1947-06-01",1947-06-01,1) 1949-05-09,False
433,"Jonathan Pryce:(1947-06-01)::Philip K Dick:X; X is
1) 1990-10-24
2) 1928-12-16
3) 1960-12-03
4) 1974-10-11",1928-12-16,2) 1928-12-16,True
434,"Philip K Dick:(1928-12-16)::Whoopi Goldberg:X; X is
1) 1967-07-14
2) 1912-08-15
3) 1955-11-13
4) 1980-06-17",1955-11-13,3) 1955-11-13,True
435,"Whoopi Goldberg:(1955-11-13)::Gustavo Kuerten:X; X is
1) 1942-11-28
2) 1976-09-10
3) 1933-03-28
4) 1948-12-24",1976-09-10,2) 1976-09-10,True
436,"Gustavo Kuerten:(1976-09-10)::Johnny Depp:X; X is
1) 1959-04-03
2) 1911-09-02
3) 1963-06-09
4) 1926-11-07",1963-06-09,3) 1963-06-09,True
437,"Johnny Depp:(1963-06-09)::Vincent Jr Cianci:X; X is
1) 1932-02-04
2) 1941-04-30
3) 1971-01-19
4) 1847-02-11",1941-04-30,2) 1941-04-30,True
438,"Vincent Jr Cianci:(1941-04-30)::Renzo Piano:X; X is
1) 1973-02-26
2) 1967-05-28
3) 1961-06-09
4) 1937-09-14",1937-09-14,4) 1937-09-14,True
