,Prompt,Correct Object,GPT-reply,Status
595,Peter Callanan:(October 2009)::Dariush Homayoon:X; X is January 2011,January 2011,False,False
596,Dariush Homayoon:(January 2011)::Leo Rwabwogo:X; X is September 2013,January 2009,False,True
597,Leo Rwabwogo:(January 2009)::Sunil Gudge:X; X is November 2009,May 2016,False,True
598,Sunil Gudge:(May 2016)::Sheila Tracy:X; X is September 2014,September 2014,True,True
599,Sheila Tracy:(September 2014)::Jack Narz:X; X is October 2008,October 2008,True,True
600,Jack Narz:(October 2008)::Alan Woodward:X; X is January 2012,May 2015,False,True
601,Alan Woodward:(May 2015)::Daryl Duke:X; X is December 2014,October 2006,False,True
602,Daryl Duke:(October 2006)::Jack Fleck:X; X is March 2014,March 2014,False,False
603,Jack Fleck:(March 2014)::Lou Tsioropoulos:X; X is August 2015,August 2015,True,True
604,Lou Tsioropoulos:(August 2015)::RenÃ©e Asherson:X; X is October 2014,October 2014,False,False
605,RenÃ©e Asherson:(October 2014)::Erich Zenger:X; X is April 2010,April 2010,False,False
606,Erich Zenger:(April 2010)::Evelyn Gandy:X; X is December 2016,December 2007,False,True
607,Evelyn Gandy:(December 2007)::Gilles DubÃ©:X; X is September 2016,September 2016,False,False
608,Gilles DubÃ©:(September 2016)::Craig Norgate:X; X is July 2015,July 2015,False,False
609,Craig Norgate:(July 2015)::Richard Blackwell:X; X is October 2011,October 2008,False,True
610,Richard Blackwell:(October 2008)::Tommy Chesbro:X; X is February 2009,September 2006,False,True
611,Tommy Chesbro:(September 2006)::Paul Rogers:X; X is April 2014,October 2008,False,True
612,Paul Rogers:(October 2008)::James Baker Hall:X; X is June 2009,June 2009,True,True
613,James Baker Hall:(June 2009)::JÃºlio Redecker:X; X is July 2007,July 2007,True,True
614,JÃºlio Redecker:(July 2007)::Kristian Digby:X; X is March 2015,March 2010,False,True
615,Kristian Digby:(March 2010)::Masaharu Matsushita:X; X is June 2007,July 2012,False,True
616,Masaharu Matsushita:(July 2012)::Dody Goodman:X; X is June 2008,June 2008,True,True
617,Dody Goodman:(June 2008)::Lydia Lamaison:X; X is March 2016,February 2012,True,False
618,Lydia Lamaison:(February 2012)::Guillermo AbadÃ_a Morales:X; X is September 2013,January 2010,False,True
619,Guillermo AbadÃ_a Morales:(January 2010)::Walter Conahan:X; X is March 2015,April 2015,False,True
620,Walter Conahan:(April 2015)::Louise Currie:X; X is September 2013,September 2013,True,True
621,Louise Currie:(September 2013)::Parekura Horomia:X; X is April 2013,April 2013,True,True
622,Parekura Horomia:(April 2013)::Chad Robinson:X; X is December 2016,December 2016,True,True
623,Chad Robinson:(December 2016)::Lawrence Paul:X; X is May 2014,May 2014,False,False
624,Lawrence Paul:(May 2014)::Dame Beryl Bainbridge:X; X is July 2010,July 2010,True,True
625,Dame Beryl Bainbridge:(July 2010)::Krzysztof KozÅ‚owski:X; X is March 2013,March 2013,False,False
626,Krzysztof KozÅ‚owski:(March 2013)::Helen F. Holt:X; X is July 2015,July 2015,False,False
627,Helen F. Holt:(July 2015)::Paul Massey:X; X is January 2016,October 2009,False,True
628,Paul Massey:(October 2009)::Bennie Swain:X; X is March 2016,June 2008,True,False
629,Bennie Swain:(June 2008)::Christophe de Margerie:X; X is April 2012,October 2014,False,True
630,Christophe de Margerie:(October 2014)::Cliff Meely:X; X is July 2016,May 2013,False,True
631,Cliff Meely:(May 2013)::Mansour Eid:X; X is July 2013,July 2013,False,False
632,Mansour Eid:(July 2013)::Bob Rush:X; X is October 2011,March 2011,False,True
633,Bob Rush:(March 2011)::Gerry Bron:X; X is June 2012,June 2012,False,False
634,Gerry Bron:(June 2012)::George Horse-Capture:X; X is March 2009,April 2013,False,True
635,George Horse-Capture:(April 2013)::Bill Warner:X; X is January 2013,July 2013,False,True
636,Bill Warner:(July 2013)::GÃ©rard Rinaldi:X; X is July 2016,March 2012,False,True
637,GÃ©rard Rinaldi:(March 2012)::Steve Shagan:X; X is November 2015,November 2015,False,False
638,Steve Shagan:(November 2015)::Yngve Moe:X; X is July 2008,April 2013,False,True
639,Yngve Moe:(April 2013)::Bob Coburn:X; X is December 2016,December 2016,True,True
640,Bob Coburn:(December 2016)::Lou Brissie:X; X is August 2013,November 2013,False,True
641,Lou Brissie:(November 2013)::Ashok Ghosh:X; X is February 2008,March 2016,False,True
642,Ashok Ghosh:(March 2016)::Colleen Walker:X; X is December 2012,December 2012,False,False
643,Colleen Walker:(December 2012)::Patsy Byrne:X; X is June 2014,June 2014,True,True
644,Patsy Byrne:(June 2014)::Anders Buraas:X; X is May 2010,May 2010,False,False
645,Anders Buraas:(May 2010)::Piers Merchant:X; X is January 2013,September 2009,False,True
646,Piers Merchant:(September 2009)::Joe Blanchard:X; X is January 2014,March 2012,False,True
647,Joe Blanchard:(March 2012)::Susan Gordon:X; X is September 2011,December 2011,False,True
648,Susan Gordon:(December 2011)::Sukekiyo Kameyama:X; X is January 2013,January 2013,False,False
649,Sukekiyo Kameyama:(January 2013)::Chief Zee:X; X is November 2010,July 2016,False,True
650,Chief Zee:(July 2016)::Sark Arslanian:X; X is December 2016,December 2016,False,False
651,Sark Arslanian:(December 2016)::Ed Skinner:X; X is January 2015,January 2015,False,False
652,Ed Skinner:(January 2015)::Ere Kokkonen:X; X is July 2014,October 2008,False,True
653,Ere Kokkonen:(October 2008)::Marek Grechuta:X; X is October 2006,October 2006,False,False
654,Marek Grechuta:(October 2006)::Gustavo Sondermann:X; X is May 2013,April 2011,False,True
655,"Gustavo Sondermann:(April 2011)::^ New York Times (2012-09-15). ""Tony Goldman:X; X is June 2012",September 2012,False,True
656,"^ New York Times (2012-09-15). ""Tony Goldman:(September 2012)::Apirana Mahuika:X; X is February 2015",February 2015,True,True
657,Apirana Mahuika:(February 2015)::Moisis Michail Bourlas:X; X is March 2011,March 2011,False,False
658,Moisis Michail Bourlas:(March 2011)::David Dore:X; X is December 2015,April 2016,False,True
659,David Dore:(April 2016)::IstvÃ¡n Csurka:X; X is January 2013,February 2012,False,True
660,IstvÃ¡n Csurka:(February 2012)::Frank E. Maestrone:X; X is May 2007,May 2007,False,False
661,Frank E. Maestrone:(May 2007)::Greg Cook:X; X is January 2012,January 2012,False,False
662,Greg Cook:(January 2012)::Daouda Sow:X; X is July 2011,December 2009,False,True
663,Daouda Sow:(December 2009)::Abbas Bahri:X; X is January 2013,January 2016,False,True
664,Abbas Bahri:(January 2016)::Tran Dinh Truong:X; X is May 2012,May 2012,False,False
665,Tran Dinh Truong:(May 2012)::ÃÅrpÃ¡d GÃ¶ncz:X; X is March 2009,October 2015,False,True
666,ÃÅrpÃ¡d GÃ¶ncz:(October 2015)::Mary Fenech Adami:X; X is July 2011,July 2011,False,False
667,Mary Fenech Adami:(July 2011)::Patrick Manning:X; X is July 2016,July 2016,True,True
668,Patrick Manning:(July 2016)::PÃ¡l Csernai:X; X is February 2016,September 2013,False,True
669,PÃ¡l Csernai:(September 2013)::Akira Tonomura:X; X is January 2013,May 2012,False,True
670,Akira Tonomura:(May 2012)::Nikolay Olyalin:X; X is November 2009,November 2009,True,True
671,Nikolay Olyalin:(November 2009)::Susan Tyrrell:X; X is June 2012,June 2012,True,True
672,Susan Tyrrell:(June 2012)::Percy Smith:X; X is April 2011,January 2009,False,True
673,Percy Smith:(January 2009)::Akiyuki Nosaka:X; X is December 2015,December 2015,True,True
674,Akiyuki Nosaka:(December 2015)::Natale H. Bellocchi:X; X is August 2015,November 2014,True,False
675,Natale H. Bellocchi:(November 2014)::Suprovat Chakravarty:X; X is July 2015,December 2015,False,True
676,Suprovat Chakravarty:(December 2015)::Michael C. Janeway:X; X is April 2014,April 2014,True,True
677,Michael C. Janeway:(April 2014)::E. M. Nathanson:X; X is April 2016,April 2016,False,False
678,E. M. Nathanson:(April 2016)::Bobby Nicol:X; X is July 2012,July 2012,False,False
679,Bobby Nicol:(July 2012)::JÃºlio Tavares Rebimbas:X; X is May 2012,December 2010,False,True
680,JÃºlio Tavares Rebimbas:(December 2010)::Graham Atkinson:X; X is December 2013,November 2015,False,True
681,Graham Atkinson:(November 2015)::Edward Judd:X; X is January 2012,February 2009,False,True
682,Edward Judd:(February 2009)::LÃ©on HÃ©gÃ©lÃ©:X; X is March 2016,February 2014,False,True
683,LÃ©on HÃ©gÃ©lÃ©:(February 2014)::Peter Rajah:X; X is December 2012,November 2014,False,True
684,Peter Rajah:(November 2014)::Takahiro Tamura:X; X is April 2015,May 2006,False,True
685,Takahiro Tamura:(May 2006)::Ola O. RÃ¸ssum:X; X is May 2012,May 2012,False,False
686,Ola O. RÃ¸ssum:(May 2012)::Sir John Tavener:X; X is November 2013,November 2013,True,True
687,Sir John Tavener:(November 2013)::Wayne Tippit:X; X is February 2007,August 2009,False,True
688,Wayne Tippit:(August 2009)::Waldemar Levy Cardoso:X; X is May 2009,May 2009,True,True
689,Waldemar Levy Cardoso:(May 2009)::Rudolf MÃ¶ssbauer:X; X is September 2011,September 2011,False,False
690,Rudolf MÃ¶ssbauer:(September 2011)::Bel Kaufman:X; X is January 2014,July 2014,False,True
691,Bel Kaufman:(July 2014)::Ram Niwas Mirdha:X; X is January 2010,January 2010,False,False
692,Ram Niwas Mirdha:(January 2010)::David Langner:X; X is November 2010,April 2014,False,True
693,David Langner:(April 2014)::Rudi Vis:X; X is May 2010,May 2010,True,True
694,Rudi Vis:(May 2010)::Nabil Hemani:X; X is March 2016,June 2014,False,True
695,Nabil Hemani:(June 2014)::Leszek Drogosz:X; X is September 2012,September 2012,False,False
696,Leszek Drogosz:(September 2012)::Perry Lopez:X; X is July 2015,February 2008,False,True
697,Perry Lopez:(February 2008)::Conrad Phillips:X; X is January 2016,January 2016,True,True
698,Conrad Phillips:(January 2016)::Karsten Lund:X; X is May 2015,May 2015,False,False
699,Karsten Lund:(May 2015)::Darrin Winston:X; X is April 2013,August 2008,False,True
700,Darrin Winston:(August 2008)::Stewart Udall:X; X is March 2010,March 2010,True,True
701,Stewart Udall:(March 2010)::Mike Shipley:X; X is July 2013,July 2013,False,False
702,Mike Shipley:(July 2013)::Wim van der Voort:X; X is October 2016,October 2016,False,False
703,Wim van der Voort:(October 2016)::Kojima Nobuo:X; X is October 2006,October 2006,False,False
704,Kojima Nobuo:(October 2006)::Sam Greenlee:X; X is May 2014,May 2014,True,True
705,Sam Greenlee:(May 2014)::Ursula Franklin:X; X is July 2016,July 2016,True,True
706,Ursula Franklin:(July 2016)::Austin M. Lee:X; X is March 2011,June 2013,False,True
707,Austin M. Lee:(June 2013)::Harlan Erwin Mitchell:X; X is September 2011,September 2011,False,False
708,Harlan Erwin Mitchell:(September 2011)::Gene Vance:X; X is February 2012,February 2012,False,False
709,Gene Vance:(February 2012)::Kennett Love:X; X is January 2011,May 2013,False,True
710,Kennett Love:(May 2013)::Sir Geoffrey de Bellaigue:X; X is August 2016,January 2013,False,True
711,Sir Geoffrey de Bellaigue:(January 2013)::Guido Nicheli:X; X is November 2015,October 2007,False,True
712,Guido Nicheli:(October 2007)::Jean-Jacques Guissart:X; X is September 2008,September 2008,False,False
713,Jean-Jacques Guissart:(September 2008)::Gidget Gein:X; X is October 2008,October 2008,True,True
714,Gidget Gein:(October 2008)::Jaroslav Cardal:X; X is May 2010,May 2010,False,False
715,Jaroslav Cardal:(May 2010)::Jerome Reppa:X; X is October 2014,October 2014,False,False
716,Jerome Reppa:(October 2014)::Vicente Paterno:X; X is February 2016,November 2014,False,True
717,Vicente Paterno:(November 2014)::Dimitra Arliss:X; X is January 2012,January 2012,True,True
718,Dimitra Arliss:(January 2012)::Ghulam Azam:X; X is October 2014,October 2014,True,True
719,Ghulam Azam:(October 2014)::Robert A. Young:X; X is October 2007,October 2007,False,False
720,Robert A. Young:(October 2007)::Ourasi:X; X is January 2013,January 2013,False,False
721,Ourasi:(January 2013)::Francis Matthews:X; X is June 2014,June 2014,True,True
722,Francis Matthews:(June 2014)::Rena Golden:X; X is September 2011,March 2013,True,False
723,Rena Golden:(March 2013)::Alex Webster:X; X is July 2010,March 2012,False,True
724,Alex Webster:(March 2012)::Mykola Plaviuk:X; X is February 2014,March 2012,False,True
725,Mykola Plaviuk:(March 2012)::Mike DeStefano:X; X is January 2012,March 2011,False,True
726,Mike DeStefano:(March 2011)::Maggie Stables:X; X is September 2014,September 2014,True,True
727,Maggie Stables:(September 2014)::Julien Guiomar:X; X is November 2010,November 2010,False,False
728,Julien Guiomar:(November 2010)::P. W. Botha:X; X is May 2008,October 2006,False,True
729,P. W. Botha:(October 2006)::Bill Nunn:X; X is May 2014,May 2014,False,False
730,Bill Nunn:(May 2014)::Mandawuy Yunupingu:X; X is October 2011,June 2013,False,True
731,Mandawuy Yunupingu:(June 2013)::Robert Lipshutz:X; X is November 2010,November 2010,False,False
732,Robert Lipshutz:(November 2010)::Ray McFall:X; X is June 2015,January 2015,False,True
733,Ray McFall:(January 2015)::Ilene Woods:X; X is July 2010,July 2010,False,False
734,Ilene Woods:(July 2010)::Jean-Marie Berckmans:X; X is August 2008,August 2008,True,True
735,Jean-Marie Berckmans:(August 2008)::Natasha Richardson:X; X is March 2009,March 2009,True,True
736,Natasha Richardson:(March 2009)::Al Rosen:X; X is March 2015,March 2015,False,False
737,Al Rosen:(March 2015)::Albert West:X; X is May 2009,June 2015,False,True
738,Albert West:(June 2015)::J. Robert Hooper:X; X is May 2016,January 2008,False,True
739,J. Robert Hooper:(January 2008)::Peter Sutton:X; X is March 2013,March 2013,False,False
740,Peter Sutton:(March 2013)::Gavin Clark:X; X is February 2015,February 2015,False,False
741,Gavin Clark:(February 2015)::Mitchell Todd:X; X is August 2012,August 2012,False,False
742,Mitchell Todd:(August 2012)::Bernardo ÃÅlvarez Herrera:X; X is November 2016,November 2016,False,False
743,Bernardo ÃÅlvarez Herrera:(November 2016)::Frank Swaelen:X; X is March 2013,December 2007,False,True
744,Frank Swaelen:(December 2007)::Sir Ian McKay:X; X is April 2014,February 2014,False,True
745,Sir Ian McKay:(February 2014)::Raul Cortez:X; X is October 2013,July 2006,False,True
746,Raul Cortez:(July 2006)::Agostinho Januszewicz:X; X is March 2011,March 2011,False,False
747,Agostinho Januszewicz:(March 2011)::Wilfried Martens:X; X is April 2015,October 2013,False,True
748,Wilfried Martens:(October 2013)::Bernie Worrell:X; X is August 2010,June 2016,False,True
749,Bernie Worrell:(June 2016)::Barney Schultz:X; X is January 2016,September 2015,False,True
750,Barney Schultz:(September 2015)::Charles Vanik:X; X is August 2007,August 2007,True,True
751,Charles Vanik:(August 2007)::Rudy Andabaker:X; X is September 2012,September 2016,False,True
752,Rudy Andabaker:(September 2016)::Romeo Olea:X; X is June 2011,June 2011,True,True
753,Romeo Olea:(June 2011)::Tomas TranstrÃ¶mer:X; X is March 2015,March 2015,False,False
754,Tomas TranstrÃ¶mer:(March 2015)::MicheÃ¡l O'Brien:X; X is May 2015,May 2015,False,False
755,MicheÃ¡l O'Brien:(May 2015)::Beata Brookes:X; X is November 2011,August 2015,False,True
756,Beata Brookes:(August 2015)::Lorena Gale:X; X is June 2009,June 2009,True,True
757,Lorena Gale:(June 2009)::E. L. Doctorow:X; X is August 2012,July 2015,False,True
758,E. L. Doctorow:(July 2015)::Judy Baar Topinka:X; X is November 2012,December 2014,False,True
759,Judy Baar Topinka:(December 2014)::ErnÃ¢ni Lopes:X; X is December 2010,December 2010,False,False
760,ErnÃ¢ni Lopes:(December 2010)::Richard LeParmentier:X; X is July 2011,April 2013,False,True
761,Richard LeParmentier:(April 2013)::Charles Gyamfi:X; X is September 2015,September 2015,True,True
762,Charles Gyamfi:(September 2015)::Ernst Albrecht:X; X is December 2014,December 2014,True,True
763,Ernst Albrecht:(December 2014)::Darren Seals:X; X is September 2016,September 2016,True,True
764,Darren Seals:(September 2016)::Frank Dickens:X; X is January 2011,July 2016,False,True
765,Frank Dickens:(July 2016)::Paul Torgersen:X; X is March 2015,March 2015,True,True
766,Paul Torgersen:(March 2015)::Otto Brandenburg:X; X is March 2007,March 2007,False,False
767,Otto Brandenburg:(March 2007)::Frank Torley:X; X is March 2016,March 2016,True,True
768,Frank Torley:(March 2016)::Anna Yablonskaya:X; X is March 2010,January 2011,False,True
769,Anna Yablonskaya:(January 2011)::Sir Arthur C. Clarke:X; X is February 2009,March 2008,False,True
770,Sir Arthur C. Clarke:(March 2008)::Ray Columbus:X; X is November 2013,November 2016,True,False
771,Ray Columbus:(November 2016)::Alexey Chervonenkis:X; X is September 2014,September 2014,False,False
772,Alexey Chervonenkis:(September 2014)::David Parland:X; X is August 2011,March 2013,False,True
773,David Parland:(March 2013)::William A. Rusher:X; X is May 2008,April 2011,False,True
774,William A. Rusher:(April 2011)::Paz YrarrÃ¡zaval:X; X is March 2012,April 2010,False,True
775,Paz YrarrÃ¡zaval:(April 2010)::Gisela Karau:X; X is April 2010,April 2010,False,False
776,Gisela Karau:(April 2010)::Jerry McMorris:X; X is May 2012,May 2012,True,True
777,Jerry McMorris:(May 2012)::Laza Ristovski:X; X is February 2014,October 2007,False,True
778,Laza Ristovski:(October 2007)::VladimÃ_r Kobranov:X; X is October 2012,October 2015,False,True
779,VladimÃ_r Kobranov:(October 2015)::B.J.Divan:X; X is August 2009,March 2012,False,True
780,B.J.Divan:(March 2012)::Sherman Parker:X; X is September 2008,September 2008,False,False
781,Sherman Parker:(September 2008)::Armando Villanueva:X; X is April 2013,April 2013,False,False
782,Armando Villanueva:(April 2013)::Robert L. Howard:X; X is December 2009,December 2009,True,True
783,Robert L. Howard:(December 2009)::Antony Gibbs:X; X is August 2015,February 2016,False,True
784,Antony Gibbs:(February 2016)::Luciano Emmer:X; X is November 2013,September 2009,False,True
785,Luciano Emmer:(September 2009)::Susanna Foster:X; X is January 2009,January 2009,False,False
786,Susanna Foster:(January 2009)::Eneas Perdomo:X; X is February 2011,February 2011,True,True
787,Eneas Perdomo:(February 2011)::Karine Kazinian:X; X is December 2012,December 2012,False,False
788,Karine Kazinian:(December 2012)::Barry Hines:X; X is March 2016,March 2016,True,True
789,Barry Hines:(March 2016)::George Nicholaw:X; X is August 2014,August 2014,False,False
790,George Nicholaw:(August 2014)::George S. Irving:X; X is December 2016,December 2016,True,True
791,George S. Irving:(December 2016)::Freddie Solomon:X; X is February 2012,February 2012,True,True
792,Freddie Solomon:(February 2012)::Wang Dongxing:X; X is August 2015,August 2015,True,True
793,Wang Dongxing:(August 2015)::Marvin Mandel:X; X is August 2013,August 2015,False,True
794,Marvin Mandel:(August 2015)::Gerhard Zwerenz:X; X is July 2015,July 2015,False,False
795,Gerhard Zwerenz:(July 2015)::Marcelo Moren Brito:X; X is September 2015,September 2015,False,False
796,Marcelo Moren Brito:(September 2015)::Bill Varney:X; X is April 2011,April 2011,False,False
797,Bill Varney:(April 2011)::Ian Crawford:X; X is November 2007,November 2007,False,False
798,Ian Crawford:(November 2007)::Jophery Brown:X; X is November 2012,January 2014,False,True
799,Jophery Brown:(January 2014)::Rita Gam:X; X is March 2016,March 2016,True,True
800,Rita Gam:(March 2016)::Lorin Maazel:X; X is July 2014,July 2014,True,True
801,Lorin Maazel:(July 2014)::Saad Al-Abdullah Al-Salim Al-Sabah:X; X is June 2014,May 2008,False,True
802,Saad Al-Abdullah Al-Salim Al-Sabah:(May 2008)::Patrick Ricard:X; X is April 2014,August 2012,False,True
803,Patrick Ricard:(August 2012)::Albert Naughton:X; X is June 2016,September 2013,False,True
804,Albert Naughton:(September 2013)::Lou Watson:X; X is May 2012,May 2012,False,False
805,Lou Watson:(May 2012)::Zillur Rahman:X; X is March 2013,March 2013,True,True
806,Zillur Rahman:(March 2013)::Francisco Xavier do Amaral:X; X is March 2012,March 2012,False,False
807,Francisco Xavier do Amaral:(March 2012)::Imrich GablechÂ (cs):X; X is July 2015,December 2016,False,True
808,Imrich GablechÂ (cs):(December 2016)::Michel Galabru:X; X is November 2010,January 2016,False,True
809,Michel Galabru:(January 2016)::JosÃ© Gustavo Angel RamÃ_rez:X; X is June 2016,February 2013,False,True
810,JosÃ© Gustavo Angel RamÃ_rez:(February 2013)::Aharon Lichtenstein:X; X is April 2015,April 2015,True,True
811,Aharon Lichtenstein:(April 2015)::Felix Bowness:X; X is September 2009,September 2009,False,False
812,Felix Bowness:(September 2009)::Sir Ellis Clarke:X; X is December 2010,December 2010,True,True
813,Sir Ellis Clarke:(December 2010)::Ingvar Rydell:X; X is December 2014,June 2013,False,True
814,Ingvar Rydell:(June 2013)::Don Sharp:X; X is December 2011,December 2011,False,False
815,Don Sharp:(December 2011)::Giorgos Pavlidis:X; X is October 2016,October 2016,False,False
816,Giorgos Pavlidis:(October 2016)::William S. Richardson:X; X is June 2010,June 2010,False,False
817,William S. Richardson:(June 2010)::T. Sailo:X; X is July 2016,March 2015,False,True
818,T. Sailo:(March 2015)::Angelo Henderson:X; X is February 2014,February 2014,True,True
819,Angelo Henderson:(February 2014)::Dick Wilson:X; X is December 2014,November 2007,False,True
820,Dick Wilson:(November 2007)::^ Martin:X; X is January 2010,January 2012,False,True
821,^ Martin:(January 2012)::Tassos Papadopoulos:X; X is December 2008,December 2008,True,True
822,Tassos Papadopoulos:(December 2008)::Liam Tuohy:X; X is August 2011,August 2016,True,False
823,Liam Tuohy:(August 2016)::Mervyn M. Dymally:X; X is October 2012,October 2012,True,True
824,Mervyn M. Dymally:(October 2012)::Russell Means:X; X is October 2012,October 2012,False,False
825,Russell Means:(October 2012)::Kazi Lhendup Dorjee:X; X is July 2007,July 2007,False,False
826,Kazi Lhendup Dorjee:(July 2007)::Erico Aumentado:X; X is December 2012,December 2012,True,True
827,Erico Aumentado:(December 2012)::Charley van de Weerd:X; X is October 2015,February 2008,False,True
828,Charley van de Weerd:(February 2008)::Wong Lam:X; X is December 2014,March 2016,False,True
829,Wong Lam:(March 2016)::Peter Hallock:X; X is December 2010,April 2014,False,True
830,Peter Hallock:(April 2014)::Bob Hopkins:X; X is April 2013,May 2015,False,True
831,Bob Hopkins:(May 2015)::JosÃ© RamÃ_n Herrero Merediz:X; X is May 2011,March 2016,False,True
832,JosÃ© RamÃ_n Herrero Merediz:(March 2016)::Paul Galloway:X; X is November 2014,February 2009,False,True
833,Paul Galloway:(February 2009)::Matti Hagman:X; X is April 2015,October 2016,False,True
834,Matti Hagman:(October 2016)::Maj-Len GrÃ¶nholm:X; X is June 2009,June 2009,False,False
835,Maj-Len GrÃ¶nholm:(June 2009)::Rhodes Reason:X; X is December 2014,December 2014,True,True
836,Rhodes Reason:(December 2014)::GaÅ¡o KneÅ_eviÄ‡:X; X is March 2014,March 2014,False,False
837,GaÅ¡o KneÅ_eviÄ‡:(March 2014)::Besik Kudukhov:X; X is May 2011,December 2013,False,True
838,Besik Kudukhov:(December 2013)::Eduardo Prado Coelho:X; X is January 2013,August 2007,False,True
839,Eduardo Prado Coelho:(August 2007)::Mansour Hobeika:X; X is April 2011,October 2014,False,True
840,Mansour Hobeika:(October 2014)::Bill Snowden:X; X is June 2016,June 2016,False,False
841,Bill Snowden:(June 2016)::Carmelita GonzÃ¡lez:X; X is April 2010,April 2010,False,False
842,Carmelita GonzÃ¡lez:(April 2010)::Louise Wilson:X; X is May 2014,May 2014,True,True
843,Louise Wilson:(May 2014)::Glenn Frey:X; X is January 2016,January 2016,True,True
844,Glenn Frey:(January 2016)::Henk Hofs:X; X is February 2011,October 2011,False,True
845,Henk Hofs:(October 2011)::Karl Baumgartner:X; X is March 2014,March 2014,True,True
846,Karl Baumgartner:(March 2014)::Robin Fletcher:X; X is February 2015,January 2016,False,True
847,Robin Fletcher:(January 2016)::Bob Babbitt:X; X is August 2011,July 2012,False,True
848,Bob Babbitt:(July 2012)::Emile Ford:X; X is November 2011,April 2016,False,True
