,Prompt,Correct Object,GPT-reply,Status
538,Vincent van Gogh:(1853-03-30)::Barbara Jordan:X; X is 1936-02-21,1936-02-21,True,True
539,Barbara Jordan:(1936-02-21)::Diane von Furstenberg:X; X is 1946-12-31,1946-12-31,True,True
540,Diane von Furstenberg:(1946-12-31)::Isadora Duncan:X; X is 1877-05-27,1877-05-27,True,True
541,Isadora Duncan:(1877-05-27)::William H Macy:X; X is 1985-09-23,1949-03-13,False,True
542,William H Macy:(1949-03-13)::Michael Connelly:X; X is 1964-03-16,1956-07-21,False,True
543,Michael Connelly:(1956-07-21)::Tiki Barber:X; X is 1975-04-07,1975-04-07,True,True
544,Tiki Barber:(1975-04-07)::Chuck Knoblauch:X; X is 1980-02-12,1968-07-07,False,True
545,Chuck Knoblauch:(1968-07-07)::Tina Fey:X; X is 1938-10-07,1970-05-18,False,True
546,Tina Fey:(1970-05-18)::Molly Ivins:X; X is 1912-07-31,1944-08-30,False,True
547,Molly Ivins:(1944-08-30)::Tina Howe:X; X is 1937-11-21,1937-11-21,True,True
548,Tina Howe:(1937-11-21)::Roberto C Goizueta:X; X is 1946-12-05,1931-11-18,False,True
549,Roberto C Goizueta:(1931-11-18)::Igor S Ivanov:X; X is 1922-09-08,1945-09-23,False,True
550,Igor S Ivanov:(1945-09-23)::Christine Todd Whitman:X; X is 1946-09-26,1946-09-26,True,True
551,Christine Todd Whitman:(1946-09-26)::Katie Roiphe:X; X is 1923-10-04,1968-07-13,False,True
552,Katie Roiphe:(1968-07-13)::Rob Marshall:X; X is 1945-12-17,1960-10-17,False,True
553,Rob Marshall:(1960-10-17)::Jerry Manuel:X; X is 1936-10-26,1953-12-23,False,True
554,Jerry Manuel:(1953-12-23)::Henry J Lyons:X; X is 1942-01-01,1942-01-01,False,False
555,Henry J Lyons:(1942-01-01)::David Frum:X; X is 1960-06-30,1960-06-30,True,True
556,David Frum:(1960-06-30)::Tyrone Willingham:X; X is 1907-05-12,1953-12-30,False,True
557,Tyrone Willingham:(1953-12-30)::Ann Coulter:X; X is 1936-08-11,1961-12-08,False,True
558,Ann Coulter:(1961-12-08)::Tom Daschle:X; X is 1947-12-09,1947-12-09,True,True
559,Tom Daschle:(1947-12-09)::Ricky Rudd:X; X is 1932-08-01,1956-09-12,False,True
560,Ricky Rudd:(1956-09-12)::Richard B Myers:X; X is 1907-05-12,1942-03-01,False,True
561,Richard B Myers:(1942-03-01)::Suzy Menkes:X; X is 1950-03-04,1943-12-24,False,True
562,Suzy Menkes:(1943-12-24)::Mikhail S Gorbachev:X; X is 1949-07-06,1931-03-02,False,True
563,Mikhail S Gorbachev:(1931-03-02)::Laura Bush:X; X is 1953-03-12,1946-11-04,True,False
564,Laura Bush:(1946-11-04)::Mike Hampton:X; X is 1969-11-06,1972-09-09,False,True
565,Mike Hampton:(1972-09-09)::Yuri Luzhkov:X; X is 1936-09-21,1936-09-21,True,True
566,Yuri Luzhkov:(1936-09-21)::Sun Myung Moon:X; X is 1920-02-25,1920-02-25,True,True
567,Sun Myung Moon:(1920-02-25)::M Jodi Rell:X; X is 1946-06-16,1946-06-16,True,True
568,M Jodi Rell:(1946-06-16)::Britney Spears:X; X is 1981-12-02,1981-12-02,True,True
569,Britney Spears:(1981-12-02)::Kent Graham:X; X is 1968-11-18,1968-11-01,True,False
570,Kent Graham:(1968-11-01)::Wesley K Clark:X; X is 1944-12-23,1944-12-23,False,False
571,Wesley K Clark:(1944-12-23)::Margaret H Thatcher:X; X is 1953-01-05,1925-10-13,False,True
572,Margaret H Thatcher:(1925-10-13)::James Brown:X; X is 1944-02-16,1933-05-03,False,True
573,James Brown:(1933-05-03)::Emmitt Smith:X; X is 1969-05-15,1969-05-15,True,True
574,Emmitt Smith:(1969-05-15)::Claude Monet:X; X is 1950-01-20,1840-11-14,False,True
575,Claude Monet:(1840-11-14)::Doris Duke:X; X is 1912-11-22,1912-11-22,True,True
576,Doris Duke:(1912-11-22)::Bernadette Castro:X; X is 1934-02-05,1944-01-01,True,False
577,Bernadette Castro:(1944-01-01)::Dianne Feinstein:X; X is 1930-08-30,1933-06-22,True,False
578,Dianne Feinstein:(1933-06-22)::Nicolai Ouroussoff:X; X is 1962-10-03,1962-10-03,False,False
579,Nicolai Ouroussoff:(1962-10-03)::Caspar W Weinberger:X; X is 1917-08-18,1917-08-18,True,True
580,Caspar W Weinberger:(1917-08-18)::Nick Faldo:X; X is 1941-06-12,1957-07-18,False,True
581,Nick Faldo:(1957-07-18)::Mike Krzyzewski:X; X is 1947-02-13,1947-02-13,True,True
582,Mike Krzyzewski:(1947-02-13)::Robert H Frank:X; X is 1945-01-02,1945-01-02,True,True
583,Robert H Frank:(1945-01-02)::Bill Richardson:X; X is 1947-11-15,1947-11-15,True,True
584,Bill Richardson:(1947-11-15)::Orson Welles:X; X is 1891-01-07,1915-05-06,False,True
585,Orson Welles:(1915-05-06)::John Kenneth Galbraith:X; X is 1908-10-15,1908-10-15,True,True
586,John Kenneth Galbraith:(1908-10-15)::Jason Kidd:X; X is 1973-03-23,1973-03-23,True,True
587,Jason Kidd:(1973-03-23)::Errol Morris:X; X is 1896-11-25,1948-02-05,False,True
588,Errol Morris:(1948-02-05)::Plaxico Burress:X; X is 1910-05-26,1977-08-12,False,True
589,Plaxico Burress:(1977-08-12)::Judith S Kaye:X; X is 1938-08-04,1938-08-04,True,True
590,Judith S Kaye:(1938-08-04)::Felix J Jr Grucci:X; X is 1951-11-25,1951-11-25,True,True
591,Felix J Jr Grucci:(1951-11-25)::Bill Frist:X; X is 1952-02-22,1952-02-22,True,True
592,Bill Frist:(1952-02-22)::Charlie Haden:X; X is 1946-07-11,1937-08-06,False,True
593,Charlie Haden:(1937-08-06)::Philip Pullman:X; X is 1946-10-19,1946-10-19,True,True
594,Philip Pullman:(1946-10-19)::Arnold S Relman:X; X is 1944-06-26,1923-06-17,False,True
595,Arnold S Relman:(1923-06-17)::Richard N Perle:X; X is 1941-09-16,1941-09-16,True,True
596,Richard N Perle:(1941-09-16)::Eudora Welty:X; X is 1939-09-13,1909-04-13,False,True
597,Eudora Welty:(1909-04-13)::Kirk Douglas:X; X is 1916-12-09,1916-12-09,True,True
598,Kirk Douglas:(1916-12-09)::Albert Belle:X; X is 1942-06-13,1966-08-25,False,True
599,Albert Belle:(1966-08-25)::Patricia Duff:X; X is 1954-04-12,1954-04-12,True,True
600,Patricia Duff:(1954-04-12)::Francisco Franco:X; X is 1892-12-04,1892-12-04,False,False
601,Francisco Franco:(1892-12-04)::Judd Gregg:X; X is 1965-09-14,1947-02-14,False,True
602,Judd Gregg:(1947-02-14)::Ringo Starr:X; X is 1941-08-03,1940-07-07,False,True
603,Ringo Starr:(1940-07-07)::Alessandra Stanley:X; X is 1947-11-30,0003-01-01,False,True
604,Alessandra Stanley:(0003-01-01)::Thomas S Gulotta:X; X is 1944-04-27,1944-04-27,False,False
605,Thomas S Gulotta:(1944-04-27)::Abdulsalam Abubakar:X; X is 1942-06-13,1942-06-13,True,True
606,Abdulsalam Abubakar:(1942-06-13)::Angelo R Mozilo:X; X is 1964-12-03,1938-01-01,False,True
607,Angelo R Mozilo:(1938-01-01)::Cole Porter:X; X is 1926-08-15,1891-06-09,False,True
608,Cole Porter:(1891-06-09)::Laura Linney:X; X is 1942-06-18,1964-02-05,False,True
609,Laura Linney:(1964-02-05)::Roland Dumas:X; X is 1743-04-13,1922-08-23,False,True
610,Roland Dumas:(1922-08-23)::Gay Talese:X; X is 1917-04-25,1932-02-07,False,True
611,Gay Talese:(1932-02-07)::Raul Mondesi:X; X is 1971-03-12,1971-03-12,True,True
612,Raul Mondesi:(1971-03-12)::Todd Hundley:X; X is 1969-05-27,1969-05-27,True,True
613,Todd Hundley:(1969-05-27)::Joan Collins:X; X is 1927-04-02,1933-05-23,False,True
614,Joan Collins:(1933-05-23)::Sherry Lansing:X; X is 1968-09-10,1944-07-31,False,True
615,Sherry Lansing:(1944-07-31)::Shamil Basayev:X; X is 1965-01-14,1965-01-14,True,True
616,Shamil Basayev:(1965-01-14)::Tim Wakefield:X; X is 1966-08-02,1966-08-02,True,True
617,Tim Wakefield:(1966-08-02)::Roy Lichtenstein:X; X is 1923-10-27,1923-10-27,True,True
618,Roy Lichtenstein:(1923-10-27)::Robert Redford:X; X is 1945-09-23,1936-08-18,False,True
619,Robert Redford:(1936-08-18)::Cathy Horyn:X; X is 1937-10-15,1956-09-11,True,False
620,Cathy Horyn:(1956-09-11)::Irina Slutskaya:X; X is 1977-10-11,1979-02-09,True,False
621,Irina Slutskaya:(1979-02-09)::John J Rigas:X; X is 1924-11-24,1924-11-24,False,False
622,John J Rigas:(1924-11-24)::Bill Pullman:X; X is 1953-12-17,1953-12-17,True,True
623,Bill Pullman:(1953-12-17)::Aleksandr G Lukashenko:X; X is 1954-04-12,1954-08-30,False,True
624,Aleksandr G Lukashenko:(1954-08-30)::Richard A Gephardt:X; X is 1930-09-14,1941-01-31,False,True
625,Richard A Gephardt:(1941-01-31)::Sol Wachtler:X; X is 1924-06-25,1930-04-29,False,True
626,Sol Wachtler:(1930-04-29)::James Ellroy:X; X is 1947-08-17,1948-03-04,False,True
627,James Ellroy:(1948-03-04)::Joe Mcilvaine:X; X is 1944-03-26,1947-01-01,False,True
628,Joe Mcilvaine:(1947-01-01)::Shimon Peres:X; X is 1973-08-31,1923-08-02,False,True
629,Shimon Peres:(1923-08-02)::Scott Niedermayer:X; X is 1954-09-28,1973-08-31,False,True
630,Scott Niedermayer:(1973-08-31)::Enrico Caruso:X; X is 1873-02-25,1873-02-25,True,True
631,Enrico Caruso:(1873-02-25)::Linford Christie:X; X is 1960-04-02,1960-04-02,True,True
632,Linford Christie:(1960-04-02)::Warren Leight:X; X is 1957-01-17,1957-01-17,False,False
633,Warren Leight:(1957-01-17)::Gene Upshaw:X; X is 1936-11-28,1945-08-15,False,True
634,Gene Upshaw:(1945-08-15)::Christopher Lehmann-Haupt:X; X is 1921-01-01,1934-01-01,False,True
635,Christopher Lehmann-Haupt:(1934-01-01)::David Irving:X; X is 1938-03-24,1938-03-24,True,True
636,David Irving:(1938-03-24)::Ralph Branca:X; X is 1926-01-06,1926-01-06,False,False
637,Ralph Branca:(1926-01-06)::Ariel Sharon:X; X is 1928-02-26,1928-02-26,True,True
638,Ariel Sharon:(1928-02-26)::Kevin Bacon:X; X is 1947-03-25,1958-07-08,False,True
639,Kevin Bacon:(1958-07-08)::Neil LaBute:X; X is 1946-05-23,1963-03-19,False,True
640,Neil LaBute:(1963-03-19)::David E Kendall:X; X is 1949-03-08,1944-01-01,False,True
641,David E Kendall:(1944-01-01)::George Washington:X; X is 1732-02-22,1732-02-22,True,True
642,George Washington:(1732-02-22)::Ann Patchett:X; X is 1963-12-02,1963-12-02,True,True
643,Ann Patchett:(1963-12-02)::John Landis:X; X is 1921-06-09,1950-08-03,False,True
644,John Landis:(1950-08-03)::Paul Allen:X; X is 1963-08-17,1953-01-21,False,True
645,Paul Allen:(1953-01-21)::Greg Louganis:X; X is 1945-07-26,1960-01-29,False,True
646,Greg Louganis:(1960-01-29)::Ian Rankin:X; X is 1960-04-28,1960-04-28,True,True
647,Ian Rankin:(1960-04-28)::Rush Limbaugh:X; X is 1946-07-06,1951-01-12,True,False
648,Rush Limbaugh:(1951-01-12)::Frances McDormand:X; X is 1933-05-01,1957-06-23,False,True
649,Frances McDormand:(1957-06-23)::Frank P Quattrone:X; X is 1905-09-18,1955-01-01,False,True
650,Frank P Quattrone:(1955-01-01)::Kathy Boudin:X; X is 1943-05-19,1943-05-19,True,True
651,Kathy Boudin:(1943-05-19)::Bill Keller:X; X is 1942-05-09,1949-01-18,True,False
652,Bill Keller:(1949-01-18)::Yevgeny M Primakov:X; X is 1929-10-29,1929-10-29,True,True
653,Yevgeny M Primakov:(1929-10-29)::Cuauhtemoc Cardenas:X; X is 1942-12-20,1934-05-01,True,False
654,Cuauhtemoc Cardenas:(1934-05-01)::A S Byatt:X; X is 1955-02-06,1936-08-24,False,True
655,A S Byatt:(1936-08-24)::Phil Rizzuto:X; X is 1917-09-25,1917-09-25,True,True
656,Phil Rizzuto:(1917-09-25)::Arthur Hertzberg:X; X is 1921-06-09,1921-06-09,False,False
657,Arthur Hertzberg:(1921-06-09)::Gary Sinise:X; X is 1989-02-11,1955-03-17,False,True
658,Gary Sinise:(1955-03-17)::Yohji Yamamoto:X; X is 1943-10-03,1943-10-03,True,True
659,Yohji Yamamoto:(1943-10-03)::Martin Garbus:X; X is 1948-04-12,1934-01-01,False,True
660,Martin Garbus:(1934-01-01)::Aretha Franklin:X; X is 1942-03-25,1942-03-25,True,True
661,Aretha Franklin:(1942-03-25)::Anthony C Zinni:X; X is 1943-09-17,1943-09-17,True,True
662,Anthony C Zinni:(1943-09-17)::Kerry Collins:X; X is 1970-12-30,1970-12-30,True,True
663,Kerry Collins:(1970-12-30)::Diana Taurasi:X; X is 1982-06-11,1982-06-11,True,True
664,Diana Taurasi:(1982-06-11)::Hakeem Olajuwon:X; X is 1963-01-21,1963-01-21,True,True
665,Hakeem Olajuwon:(1963-01-21)::James Salter:X; X is 1925-06-10,1925-06-10,True,True
666,James Salter:(1925-06-10)::Donald T Difrancesco:X; X is 1946-08-20,1944-11-20,False,True
667,Donald T Difrancesco:(1944-11-20)::Howard Dean:X; X is 1948-11-17,1948-11-17,True,True
668,Howard Dean:(1948-11-17)::Lasse Hallstrom:X; X is 1944-08-30,1946-06-02,False,True
669,Lasse Hallstrom:(1946-06-02)::Robert E Lee:X; X is 1807-01-19,1807-01-19,True,True
670,Robert E Lee:(1807-01-19)::Francisco Labastida Ochoa:X; X is 1938-10-27,1942-08-14,True,False
671,Francisco Labastida Ochoa:(1942-08-14)::Carol Channing:X; X is 1897-09-25,1921-01-31,False,True
672,Carol Channing:(1921-01-31)::Mike Weir:X; X is 1940-06-05,1970-05-12,False,True
673,Mike Weir:(1970-05-12)::Denis Johnson:X; X is 1956-07-26,1949-07-01,False,True
674,Denis Johnson:(1949-07-01)::Dominique Strauss-Kahn:X; X is 1949-04-25,1949-04-25,True,True
675,Dominique Strauss-Kahn:(1949-04-25)::David Rockefeller:X; X is 1950-12-21,1915-06-12,False,True
676,David Rockefeller:(1915-06-12)::David Tua:X; X is 1925-06-10,1972-11-21,False,True
677,David Tua:(1972-11-21)::Marv Albert:X; X is 1948-10-16,1941-06-12,True,False
678,Marv Albert:(1941-06-12)::Harold Prince:X; X is 1955-01-01,1928-01-30,False,True
679,Harold Prince:(1928-01-30)::Arlo Guthrie:X; X is 1947-07-10,1947-07-10,True,True
680,Arlo Guthrie:(1947-07-10)::John Patrick Shanley:X; X is 1950-10-03,1950-10-03,True,True
681,John Patrick Shanley:(1950-10-03)::David Geffen:X; X is 1960-12-14,1943-02-21,False,True
682,David Geffen:(1943-02-21)::Emeril Lagasse:X; X is 1956-05-28,1959-10-15,True,False
683,Emeril Lagasse:(1959-10-15)::James D Watson:X; X is 1928-04-06,1928-04-06,True,True
684,James D Watson:(1928-04-06)::Patrick Rafter:X; X is 1972-12-28,1972-12-28,True,True
685,Patrick Rafter:(1972-12-28)::Merlene Ottey:X; X is 1969-08-31,1960-05-10,False,True
686,Merlene Ottey:(1960-05-10)::John F Jr Welch:X; X is 1935-11-19,1935-11-19,False,False
687,John F Jr Welch:(1935-11-19)::Alfred Uhry:X; X is 1961-09-07,1936-12-03,False,True
688,Alfred Uhry:(1936-12-03)::Peter Bart:X; X is 1944-04-27,1932-07-24,False,True
689,Peter Bart:(1932-07-24)::Phil Collins:X; X is 1949-07-14,1951-01-30,True,False
690,Phil Collins:(1951-01-30)::George Fernandes:X; X is 1979-05-24,1930-06-03,False,True
691,George Fernandes:(1930-06-03)::Megan Kanka:X; X is 1956-03-24,1986-12-07,False,True
692,Megan Kanka:(1986-12-07)::Daniel Goleman:X; X is 1949-12-15,1946-03-07,False,True
693,Daniel Goleman:(1946-03-07)::Paul Klebnikov:X; X is 1967-10-28,1963-06-03,False,True
694,Paul Klebnikov:(1963-06-03)::Bright Sheng:X; X is 1955-12-06,1955-12-06,True,True
695,Bright Sheng:(1955-12-06)::Derrick Bell:X; X is 1853-03-30,1930-11-06,False,True
696,Derrick Bell:(1930-11-06)::Sheryl Crow:X; X is 1957-01-07,1962-02-11,False,True
697,Sheryl Crow:(1962-02-11)::Jeremy Irons:X; X is 1948-09-19,1948-09-19,True,True
698,Jeremy Irons:(1948-09-19)::Patsy Ramsey:X; X is 1937-08-06,1956-12-29,False,True
699,Patsy Ramsey:(1956-12-29)::Anfernee Hardaway:X; X is 1971-07-18,1971-07-18,True,True
700,Anfernee Hardaway:(1971-07-18)::Dwight Howard:X; X is 1934-01-01,1985-12-08,False,True
701,Dwight Howard:(1985-12-08)::Alan Menken:X; X is 1949-07-22,1949-07-22,True,True
702,Alan Menken:(1949-07-22)::Tom Ford:X; X is 1945-02-14,1961-08-27,False,True
703,Tom Ford:(1961-08-27)::Curtis Hanson:X; X is 1930-11-06,1945-03-24,False,True
704,Curtis Hanson:(1945-03-24)::Eliot L Spitzer:X; X is 1959-06-10,1959-06-10,True,True
705,Eliot L Spitzer:(1959-06-10)::Giovanni Agnelli:X; X is 1943-02-09,1921-01-01,False,True
706,Giovanni Agnelli:(1921-01-01)::Michael O Leavitt:X; X is 1937-11-20,1951-02-11,True,False
707,Michael O Leavitt:(1951-02-11)::Robert Gober:X; X is 1974-02-18,1954-09-12,False,True
708,Robert Gober:(1954-09-12)::James Gleick:X; X is 1954-08-01,1954-08-01,True,True
709,James Gleick:(1954-08-01)::Jean-Claude Trichet:X; X is 1942-12-20,1942-12-20,True,True
710,Jean-Claude Trichet:(1942-12-20)::David Henry Hwang:X; X is 1957-08-11,1957-08-11,True,True
711,David Henry Hwang:(1957-08-11)::J Craig Venter:X; X is 1946-10-14,1946-10-14,True,True
712,J Craig Venter:(1946-10-14)::Jean Racine:X; X is 1972-04-24,1978-09-20,False,True
713,Jean Racine:(1978-09-20)::Norman Mailer:X; X is 1923-01-31,1923-01-31,True,True
714,Norman Mailer:(1923-01-31)::Israel Horovitz:X; X is 1939-03-31,1939-03-31,True,True
715,Israel Horovitz:(1939-03-31)::P V Narasimha Rao:X; X is 1921-06-28,1921-06-28,True,True
716,P V Narasimha Rao:(1921-06-28)::Samuel Langhorne Clemens:X; X is 1835-11-30,1835-11-30,True,True
717,Samuel Langhorne Clemens:(1835-11-30)::Julius Rudel:X; X is 1962-10-03,1921-03-06,False,True
718,Julius Rudel:(1921-03-06)::A O Scott:X; X is 1966-07-10,1966-07-10,False,False
719,A O Scott:(1966-07-10)::Federico Garcia Lorca:X; X is 1898-06-05,1898-06-05,True,True
720,Federico Garcia Lorca:(1898-06-05)::Ann Hampton Callaway:X; X is 1958-05-30,1958-05-30,True,True
721,Ann Hampton Callaway:(1958-05-30)::Sigmund Freud:X; X is 1926-12-21,1856-05-06,False,True
722,Sigmund Freud:(1856-05-06)::Abu Zubaydah:X; X is 1971-03-12,1971-03-12,True,True
723,Abu Zubaydah:(1971-03-12)::Katie Hafner:X; X is 1942-10-21,1957-01-01,False,True
724,Katie Hafner:(1957-01-01)::Lindsay Lohan:X; X is 1948-05-31,1986-07-02,False,True
725,Lindsay Lohan:(1986-07-02)::Tim Weiner:X; X is 1956-06-20,1956-06-20,True,True
726,Tim Weiner:(1956-06-20)::Pedro Jr Espada:X; X is 1953-10-20,1953-10-20,False,False
727,Pedro Jr Espada:(1953-10-20)::Vojislav Seselj:X; X is 1980-02-27,1954-10-11,False,True
728,Vojislav Seselj:(1954-10-11)::Andres Manuel Lopez Obrador:X; X is 1953-11-13,1953-11-13,True,True
729,Andres Manuel Lopez Obrador:(1953-11-13)::Julie L Gerberding:X; X is 1949-07-15,1955-08-22,False,True
730,Julie L Gerberding:(1955-08-22)::Mitchell E Jr Daniels:X; X is 1973-12-23,1949-04-07,False,True
731,Mitchell E Jr Daniels:(1949-04-07)::Kristin Chenoweth:X; X is 1968-07-24,1968-07-24,True,True
732,Kristin Chenoweth:(1968-07-24)::Vincent Jr Cianci:X; X is 1941-04-30,1941-04-30,False,False
733,Vincent Jr Cianci:(1941-04-30)::Shirley M Tilghman:X; X is 1942-12-01,1946-09-17,False,True
734,Shirley M Tilghman:(1946-09-17)::Alfred E Kahn:X; X is 1917-10-17,1917-10-17,True,True
735,Alfred E Kahn:(1917-10-17)::Arthur Ashe:X; X is 1926-07-01,1943-07-10,False,True
736,Arthur Ashe:(1943-07-10)::Tyler Perry:X; X is 1969-09-13,1969-09-13,True,True
737,Tyler Perry:(1969-09-13)::Paul Oskar Kristeller:X; X is 1905-05-22,1905-05-22,False,False
738,Paul Oskar Kristeller:(1905-05-22)::Noach Dear:X; X is 1959-09-08,1953-01-01,True,False
739,Noach Dear:(1953-01-01)::Gerald Stern:X; X is 1925-02-22,1925-02-22,True,True
740,Gerald Stern:(1925-02-22)::Elvis Mitchell:X; X is 1958-12-06,1958-12-06,True,True
741,Elvis Mitchell:(1958-12-06)::P D James:X; X is 1958-03-20,1920-08-03,False,True
742,P D James:(1920-08-03)::Akhmad Kadyrov:X; X is 1947-01-01,1951-08-23,False,True
743,Akhmad Kadyrov:(1951-08-23)::Riccardo Chailly:X; X is 1924-02-21,1953-02-20,False,True
744,Riccardo Chailly:(1953-02-20)::Raymond Carver:X; X is 1938-05-25,1938-05-25,True,True
745,Raymond Carver:(1938-05-25)::Andrea Marcovicci:X; X is 1945-09-17,1948-11-18,True,False
746,Andrea Marcovicci:(1948-11-18)::Neil Young:X; X is 1945-11-12,1945-11-12,False,False
747,Neil Young:(1945-11-12)::Fernando Vargas:X; X is 1969-08-31,1977-12-07,False,True
748,Fernando Vargas:(1977-12-07)::Mary Higgins Clark:X; X is 1976-08-27,1927-12-24,False,True
749,Mary Higgins Clark:(1927-12-24)::Henry M Jr Paulson:X; X is 1987-04-19,1946-03-28,False,True
750,Henry M Jr Paulson:(1946-03-28)::Patrick J Leahy:X; X is 1950-03-04,1940-03-31,False,True
751,Patrick J Leahy:(1940-03-31)::Donald Margulies:X; X is 1959-04-18,1954-09-02,False,True
752,Donald Margulies:(1954-09-02)::Jerry Lewis:X; X is 1926-03-16,1926-03-16,True,True
753,Jerry Lewis:(1926-03-16)::Ruth Wedgwood:X; X is 1950-05-13,1949-01-01,False,True
754,Ruth Wedgwood:(1949-01-01)::Bob Woodward:X; X is 1960-05-10,1943-03-26,False,True
755,Bob Woodward:(1943-03-26)::Jerry Bailey:X; X is 1957-08-29,1957-08-29,True,True
756,Jerry Bailey:(1957-08-29)::Phil Gramm:X; X is 1945-11-11,1942-07-08,False,True
757,Phil Gramm:(1942-07-08)::Robin Cook:X; X is 1943-01-24,1946-02-28,False,True
758,Robin Cook:(1946-02-28)::Marc Ravalomanana:X; X is 1949-12-12,1949-12-12,True,True
759,Marc Ravalomanana:(1949-12-12)::Rei Kawakubo:X; X is 1942-10-11,1942-10-11,True,True
760,Rei Kawakubo:(1942-10-11)::Man Ray:X; X is 1948-04-12,1890-08-27,False,True
761,Man Ray:(1890-08-27)::Richard J Riordan:X; X is 1965-09-14,1930-05-01,False,True
762,Richard J Riordan:(1930-05-01)::Gerard Depardieu:X; X is 1948-12-27,1948-12-27,True,True
763,Gerard Depardieu:(1948-12-27)::Recep Tayyip Erdogan:X; X is 1954-02-26,1954-02-26,True,True
764,Recep Tayyip Erdogan:(1954-02-26)::Charlie Trotter:X; X is 1967-12-16,1959-09-08,False,True
765,Charlie Trotter:(1959-09-08)::Jane Dee Hull:X; X is 1935-08-08,1935-08-08,False,False
766,Jane Dee Hull:(1935-08-08)::Hamid Karzai:X; X is 1972-04-24,1957-12-24,False,True
767,Hamid Karzai:(1957-12-24)::Marlon Brando:X; X is 1947-12-09,1924-04-03,False,True
768,Marlon Brando:(1924-04-03)::Jim Jarmusch:X; X is 1924-04-03,1953-01-22,False,True
769,Jim Jarmusch:(1953-01-22)::Guy Ritchie:X; X is 1941-10-08,1968-09-10,False,True
770,Guy Ritchie:(1968-09-10)::Liev Schreiber:X; X is 1967-10-04,1967-10-04,True,True
771,Liev Schreiber:(1967-10-04)::Tom Golisano:X; X is 1941-11-14,1941-11-14,True,True
772,Tom Golisano:(1941-11-14)::Dominick Dunne:X; X is 1949-03-13,1925-10-29,False,True
773,Dominick Dunne:(1925-10-29)::Saul Bellow:X; X is 1932-01-01,1915-06-10,False,True
774,Saul Bellow:(1915-06-10)::Charles L Mee:X; X is 1937-07-12,1938-09-15,True,False
775,Charles L Mee:(1938-09-15)::Matt Drudge:X; X is 1931-10-07,1966-10-27,False,True
776,Matt Drudge:(1966-10-27)::David Rohde:X; X is 1945-12-12,1967-01-01,False,True
777,David Rohde:(1967-01-01)::C C Sabathia:X; X is 1946-07-06,1980-07-21,False,True
778,C C Sabathia:(1980-07-21)::Ben Heppner:X; X is 1954-08-17,1956-01-14,True,False
779,Ben Heppner:(1956-01-14)::Robert W Pittman:X; X is 1953-12-28,1953-12-28,False,False
780,Robert W Pittman:(1953-12-28)::Deena Kastor:X; X is 1962-02-23,1973-02-14,False,True
781,Deena Kastor:(1973-02-14)::George J Tenet:X; X is 1957-11-22,1953-01-05,True,False
782,George J Tenet:(1953-01-05)::Medgar Evers:X; X is 1925-07-02,1925-07-02,True,True
783,Medgar Evers:(1925-07-02)::Christine Lahti:X; X is 1950-04-04,1950-04-04,True,True
784,Christine Lahti:(1950-04-04)::Steve Karsay:X; X is 1950-02-13,1972-03-24,False,True
785,Steve Karsay:(1972-03-24)::John Ashcroft:X; X is 1942-05-09,1942-05-09,True,True
786,John Ashcroft:(1942-05-09)::Richard C Shelby:X; X is 1969-09-13,1934-05-06,False,True
787,Richard C Shelby:(1934-05-06)::Itzhak Perlman:X; X is 1945-08-31,1945-08-31,True,True
788,Itzhak Perlman:(1945-08-31)::John Walker Lindh:X; X is 1981-02-09,1981-02-09,True,True
789,John Walker Lindh:(1981-02-09)::Andrea Bocelli:X; X is 1958-09-22,1958-09-22,True,True
790,Andrea Bocelli:(1958-09-22)::Dean Martin:X; X is 1977-08-12,1917-06-07,False,True
791,Dean Martin:(1917-06-07)::Rick Dipietro:X; X is 1960-03-08,1981-09-19,False,True
792,Rick Dipietro:(1981-09-19)::Douglas Brinkley:X; X is 1916-12-09,1960-12-14,False,True
793,Douglas Brinkley:(1960-12-14)::Marty Markowitz:X; X is 1945-02-14,1945-02-14,True,True
794,Marty Markowitz:(1945-02-14)::James E Cayne:X; X is 1934-02-14,1934-02-14,True,True
795,James E Cayne:(1934-02-14)::Louis J Freeh:X; X is 1950-01-06,1950-01-06,True,True
796,Louis J Freeh:(1950-01-06)::James Lee Witt:X; X is 1965-09-02,1944-01-06,False,True
797,James Lee Witt:(1944-01-06)::Saparmurat Niyazov:X; X is 1940-02-06,1940-02-19,False,True
798,Saparmurat Niyazov:(1940-02-19)::Drew Henson:X; X is 1966-07-10,1980-02-13,False,True
799,Drew Henson:(1980-02-13)::C Ray Nagin:X; X is 1956-06-11,1956-06-11,True,True
800,C Ray Nagin:(1956-06-11)::Umberto Bossi:X; X is 1941-09-19,1941-09-19,True,True
801,Umberto Bossi:(1941-09-19)::Gerald P Garson:X; X is 1932-08-03,1932-08-03,False,False
802,Gerald P Garson:(1932-08-03)::Karl Lagerfeld:X; X is 1907-05-12,1933-09-10,False,True
803,Karl Lagerfeld:(1933-09-10)::Susan Faludi:X; X is 1959-04-18,1959-04-18,True,True
804,Susan Faludi:(1959-04-18)::Jayson Williams:X; X is 1968-02-22,1968-02-22,True,True
805,Jayson Williams:(1968-02-22)::Leo Castelli:X; X is 1732-02-22,1907-09-04,False,True
806,Leo Castelli:(1907-09-04)::Jonathan Kellerman:X; X is 1944-06-26,1949-08-09,False,True
