,Prompt,Correct Object,GPT-reply,Status
502,Nadar:(PHOTOGRAPHER)::Pope Paul III:X; X is RELIGIOUS FIGURE,RELIGIOUS FIGURE,True,True
503,Pope Paul III:(RELIGIOUS FIGURE)::Lars Onsager:X; X is COMPOSER,CHEMIST,False,True
504,Lars Onsager:(CHEMIST)::Prince Harry of Wales:X; X is WRITER,NOBLEMAN,False,True
505,Prince Harry of Wales:(NOBLEMAN)::Bahram II:X; X is POLITICIAN,POLITICIAN,False,False
506,Bahram II:(POLITICIAN)::Muawiyah I:X; X is WRITER,POLITICIAN,False,True
507,Muawiyah I:(POLITICIAN)::Blake Griffin:X; X is SOCCER PLAYER,BASKETBALL PLAYER,False,True
508,Blake Griffin:(BASKETBALL PLAYER)::Karen Blixen:X; X is MUSICIAN,WRITER,False,True
509,Karen Blixen:(WRITER)::Sheryl Crow:X; X is POLITICIAN,SINGER,False,True
510,Sheryl Crow:(SINGER)::Ambroise Thomas:X; X is COMPOSER,COMPOSER,True,True
511,Ambroise Thomas:(COMPOSER)::William of Ockham:X; X is EXTREMIST,PHILOSOPHER,False,True
512,William of Ockham:(PHILOSOPHER)::Sándor Petőfi:X; X is WRITER,WRITER,True,True
513,Sándor Petőfi:(WRITER)::Ewan McGregor:X; X is POLITICIAN,ACTOR,False,True
514,Ewan McGregor:(ACTOR)::Larissa Latynina:X; X is GYMNAST,GYMNAST,True,True
515,Larissa Latynina:(GYMNAST)::Paulo Coelho:X; X is ACTOR,WRITER,False,True
516,Paulo Coelho:(WRITER)::Johan Ludvig Runeberg:X; X is WRITER,WRITER,True,True
517,Johan Ludvig Runeberg:(WRITER)::Herbert Simon:X; X is ECONOMIST,ECONOMIST,True,True
518,Herbert Simon:(ECONOMIST)::Igor Semshov:X; X is FILM DIRECTOR,SOCCER PLAYER,False,True
519,Igor Semshov:(SOCCER PLAYER)::Bradley Manning:X; X is MILITARY PERSONNEL,MILITARY PERSONNEL,True,True
520,Bradley Manning:(MILITARY PERSONNEL)::Harry Kewell:X; X is SOCCER PLAYER,SOCCER PLAYER,True,True
521,Harry Kewell:(SOCCER PLAYER)::Joseph Kony:X; X is POLITICIAN,EXTREMIST,False,True
522,Joseph Kony:(EXTREMIST)::Celeste Holm:X; X is MUSICIAN,ACTOR,False,True
523,Celeste Holm:(ACTOR)::Melanie Chisholm:X; X is SINGER,SINGER,True,True
524,Melanie Chisholm:(SINGER)::Woody Guthrie:X; X is MUSICIAN,MUSICIAN,True,True
525,Woody Guthrie:(MUSICIAN)::Don Rosa:X; X is WRITER,COMIC ARTIST,True,False
526,Don Rosa:(COMIC ARTIST)::Rod Laver:X; X is TENNIS PLAYER,TENNIS PLAYER,True,True
527,Rod Laver:(TENNIS PLAYER)::Danica Patrick:X; X is RACECAR DRIVER,RACECAR DRIVER,True,True
528,Danica Patrick:(RACECAR DRIVER)::William Crookes:X; X is MUSICIAN,CHEMIST,False,True
529,William Crookes:(CHEMIST)::Dylan Thomas:X; X is ECONOMIST,WRITER,False,True
530,Dylan Thomas:(WRITER)::Daniel Kahneman:X; X is PHILOSOPHER,PSYCHOLOGIST,False,True
531,Daniel Kahneman:(PSYCHOLOGIST)::Mehmed III:X; X is POLITICIAN,POLITICIAN,True,True
532,Mehmed III:(POLITICIAN)::Kate Winslet:X; X is ACTOR,ACTOR,True,True
533,Kate Winslet:(ACTOR)::Hector Berlioz:X; X is COMPOSER,COMPOSER,True,True
534,Hector Berlioz:(COMPOSER)::Herbert von Karajan:X; X is CONDUCTOR,CONDUCTOR,True,True
535,Herbert von Karajan:(CONDUCTOR)::Mikhail Khodorkovsky:X; X is BUSINESSPERSON,BUSINESSPERSON,True,True
536,Mikhail Khodorkovsky:(BUSINESSPERSON)::Clint Mansell:X; X is MOUNTAINEER,COMPOSER,False,True
537,Clint Mansell:(COMPOSER)::Amr Moussa:X; X is DIPLOMAT,DIPLOMAT,True,True
538,Amr Moussa:(DIPLOMAT)::Kim Campbell:X; X is POLITICIAN,POLITICIAN,True,True
539,Kim Campbell:(POLITICIAN)::Gurbanguly Berdimuhammedow:X; X is PHYSICIST,POLITICIAN,False,True
540,Gurbanguly Berdimuhammedow:(POLITICIAN)::Alberto Giacometti:X; X is ARTIST,ARTIST,True,True
541,Alberto Giacometti:(ARTIST)::Nathuram Godse:X; X is MUSICIAN,EXTREMIST,False,True
542,Nathuram Godse:(EXTREMIST)::Carla Del Ponte:X; X is MATHEMATICIAN,LAWYER,False,True
543,Carla Del Ponte:(LAWYER)::Isaac:X; X is CHEMIST,RELIGIOUS FIGURE,True,False
544,Isaac:(RELIGIOUS FIGURE)::Louis Daguerre:X; X is INVENTOR,INVENTOR,True,True
545,Louis Daguerre:(INVENTOR)::Evangelista Torricelli:X; X is SINGER,PHYSICIST,False,True
546,Evangelista Torricelli:(PHYSICIST)::Angus Young:X; X is MUSICIAN,MUSICIAN,True,True
547,"Angus Young:(MUSICIAN)::Cesare, Marquis of Beccaria:X; X is MUSICIAN",PHILOSOPHER,False,True
548,"Cesare, Marquis of Beccaria:(PHILOSOPHER)::Marin Marais:X; X is ACTOR",COMPOSER,False,True
549,Marin Marais:(COMPOSER)::Richard Dunne:X; X is SOCCER PLAYER,SOCCER PLAYER,True,True
550,Richard Dunne:(SOCCER PLAYER)::Kate Beckinsale:X; X is PAINTER,ACTOR,False,True
551,Kate Beckinsale:(ACTOR)::Pope Pius VI:X; X is RELIGIOUS FIGURE,RELIGIOUS FIGURE,True,True
552,Pope Pius VI:(RELIGIOUS FIGURE)::Jack Rodwell:X; X is PAINTER,SOCCER PLAYER,False,True
553,Jack Rodwell:(SOCCER PLAYER)::Paavo Nurmi:X; X is NOBLEMAN,ATHLETE,False,True
554,Paavo Nurmi:(ATHLETE)::Vittorio Gassman:X; X is ACTOR,ACTOR,True,True
555,Vittorio Gassman:(ACTOR)::Victor Vasarely:X; X is SINGER,ARTIST,False,True
556,Victor Vasarely:(ARTIST)::Myron Scholes:X; X is MATHEMATICIAN,ECONOMIST,False,True
557,Myron Scholes:(ECONOMIST)::Malala Yousafzai:X; X is POLITICIAN,SOCIAL ACTIVIST,False,True
558,Malala Yousafzai:(SOCIAL ACTIVIST)::Jacques Necker:X; X is POLITICIAN,POLITICIAN,True,True
559,Jacques Necker:(POLITICIAN)::Cyaxares:X; X is CONDUCTOR,POLITICIAN,False,True
560,Cyaxares:(POLITICIAN)::Larry Flynt:X; X is TENNIS PLAYER,BUSINESSPERSON,False,True
561,Larry Flynt:(BUSINESSPERSON)::R. Kelly:X; X is SINGER,SINGER,True,True
562,R. Kelly:(SINGER)::Jonny Evans:X; X is WRITER,SOCCER PLAYER,False,True
563,Jonny Evans:(SOCCER PLAYER)::Robert Owen:X; X is SOCIAL ACTIVIST,SOCIAL ACTIVIST,True,True
564,Robert Owen:(SOCIAL ACTIVIST)::Zoltán Kodály:X; X is EXPLORER,COMPOSER,False,True
565,Zoltán Kodály:(COMPOSER)::Klaus Wowereit:X; X is COMPOSER,POLITICIAN,False,True
566,Klaus Wowereit:(POLITICIAN)::Umaru Musa Yar'Adua:X; X is POLITICIAN,POLITICIAN,True,True
567,Umaru Musa Yar'Adua:(POLITICIAN)::Wilhelm Grimm:X; X is POLITICIAN,WRITER,False,True
568,Wilhelm Grimm:(WRITER)::Tetricus I:X; X is PAINTER,POLITICIAN,False,True
569,Tetricus I:(POLITICIAN)::Alexandra Maria Lara:X; X is ACTOR,ACTOR,True,True
570,Alexandra Maria Lara:(ACTOR)::Andronikos III Palaiologos:X; X is POLITICIAN,POLITICIAN,True,True
571,Andronikos III Palaiologos:(POLITICIAN)::Childebert II:X; X is POLITICIAN,POLITICIAN,False,False
572,Childebert II:(POLITICIAN)::Peter I of Portugal:X; X is POLITICIAN,POLITICIAN,True,True
573,Peter I of Portugal:(POLITICIAN)::Emily Blunt:X; X is ACTOR,ACTOR,True,True
574,Emily Blunt:(ACTOR)::Manuel Pinto da Costa:X; X is POLITICIAN,POLITICIAN,True,True
575,Manuel Pinto da Costa:(POLITICIAN)::Panaetius:X; X is PHILOSOPHER,PHILOSOPHER,True,True
576,Panaetius:(PHILOSOPHER)::Ravshan Irmatov:X; X is REFEREE,REFEREE,True,True
577,Ravshan Irmatov:(REFEREE)::Ron Perlman:X; X is TENNIS PLAYER,ACTOR,False,True
578,Ron Perlman:(ACTOR)::Wilhelm Maybach:X; X is INVENTOR,INVENTOR,True,True
579,Wilhelm Maybach:(INVENTOR)::Christopher Wren:X; X is ARCHITECT,ARCHITECT,True,True
580,Christopher Wren:(ARCHITECT)::Joseph Erlanger:X; X is PHYSICIAN,PHYSICIAN,True,True
581,Joseph Erlanger:(PHYSICIAN)::Cyndi Lauper:X; X is MUSICIAN,MUSICIAN,True,True
582,Cyndi Lauper:(MUSICIAN)::Stamford Raffles:X; X is ACTOR,POLITICIAN,False,True
583,Stamford Raffles:(POLITICIAN)::Sting:X; X is FILM DIRECTOR,MUSICIAN,False,True
584,"Sting:(MUSICIAN)::Christina, Queen of Sweden:X; X is POLITICIAN",POLITICIAN,True,True
585,"Christina, Queen of Sweden:(POLITICIAN)::Joachim du Bellay:X; X is WRITER",WRITER,True,True
586,Joachim du Bellay:(WRITER)::Thabo Mbeki:X; X is POLITICIAN,POLITICIAN,True,True
587,Thabo Mbeki:(POLITICIAN)::Rudyard Kipling:X; X is WRITER,WRITER,True,True
588,Rudyard Kipling:(WRITER)::Donna Summer:X; X is POLITICIAN,SINGER,False,True
589,Donna Summer:(SINGER)::Asif Ali Zardari:X; X is POLITICIAN,POLITICIAN,True,True
590,Asif Ali Zardari:(POLITICIAN)::Heraclitus:X; X is PHILOSOPHER,PHILOSOPHER,True,True
591,Heraclitus:(PHILOSOPHER)::Hormizd I:X; X is POLITICIAN,POLITICIAN,True,True
592,Hormizd I:(POLITICIAN)::Vasco da Gama:X; X is POLITICIAN,EXPLORER,False,True
593,Vasco da Gama:(EXPLORER)::Eduardo Frei Montalva:X; X is FILM DIRECTOR,POLITICIAN,False,True
594,Eduardo Frei Montalva:(POLITICIAN)::Clive Owen:X; X is ACTOR,ACTOR,True,True
595,Clive Owen:(ACTOR)::Norodom Sihanouk:X; X is POLITICIAN,POLITICIAN,True,True
596,Norodom Sihanouk:(POLITICIAN)::Henry the Lion:X; X is ACTOR,POLITICIAN,False,True
597,Henry the Lion:(POLITICIAN)::Demetrio Albertini:X; X is CHEMIST,SOCCER PLAYER,False,True
598,Demetrio Albertini:(SOCCER PLAYER)::Nuno Gomes:X; X is WRITER,SOCCER PLAYER,False,True
599,Nuno Gomes:(SOCCER PLAYER)::Igor Belanov:X; X is RELIGIOUS FIGURE,SOCCER PLAYER,False,True
600,Igor Belanov:(SOCCER PLAYER)::Hans Fallada:X; X is WRITER,WRITER,True,True
601,Hans Fallada:(WRITER)::Robert Hofstadter:X; X is PHYSICIST,PHYSICIST,True,True
602,Robert Hofstadter:(PHYSICIST)::Lhasa de Sela:X; X is POLITICIAN,SINGER,False,True
603,Lhasa de Sela:(SINGER)::John Rawls:X; X is PHILOSOPHER,PHILOSOPHER,True,True
604,John Rawls:(PHILOSOPHER)::Bogdan Lobonţ:X; X is POLITICIAN,SOCCER PLAYER,False,True
605,Bogdan Lobonţ:(SOCCER PLAYER)::Kangxi Emperor:X; X is PHILOSOPHER,POLITICIAN,False,True
606,Kangxi Emperor:(POLITICIAN)::David Bohm:X; X is MILITARY PERSONNEL,PHYSICIST,False,True
607,David Bohm:(PHYSICIST)::Thora Birch:X; X is ACTOR,ACTOR,True,True
608,Thora Birch:(ACTOR)::Jean Reno:X; X is POLITICIAN,ACTOR,False,True
609,Jean Reno:(ACTOR)::Julie Andrews:X; X is ACTOR,ACTOR,True,True
610,Julie Andrews:(ACTOR)::Engelbert Humperdinck:X; X is ATHLETE,SINGER,False,True
611,Engelbert Humperdinck:(SINGER)::Aeschylus:X; X is WRITER,WRITER,True,True
612,Aeschylus:(WRITER)::Viktor Zubkov:X; X is CHEMIST,POLITICIAN,False,True
613,Viktor Zubkov:(POLITICIAN)::Kaarlo Juho Ståhlberg:X; X is ACTOR,POLITICIAN,False,True
614,Kaarlo Juho Ståhlberg:(POLITICIAN)::Luigi Pirandello:X; X is SOCCER PLAYER,WRITER,False,True
615,Luigi Pirandello:(WRITER)::Saloninus:X; X is POLITICIAN,POLITICIAN,False,False
616,Saloninus:(POLITICIAN)::Kazuki Nakajima:X; X is RACECAR DRIVER,RACECAR DRIVER,True,True
617,Kazuki Nakajima:(RACECAR DRIVER)::Jenna Jameson:X; X is PORNOGRAPHIC ACTOR,PORNOGRAPHIC ACTOR,True,True
618,Jenna Jameson:(PORNOGRAPHIC ACTOR)::Gerry Rafferty:X; X is WRITER,MUSICIAN,False,True
619,Gerry Rafferty:(MUSICIAN)::Irina Bokova:X; X is MILITARY PERSONNEL,DIPLOMAT,False,True
620,Irina Bokova:(DIPLOMAT)::Avram Hershko:X; X is PHYSICIAN,CHEMIST,False,True
621,Avram Hershko:(CHEMIST)::Freida Pinto:X; X is ACTOR,ACTOR,True,True
622,Freida Pinto:(ACTOR)::Gabriel Narutowicz:X; X is POLITICIAN,POLITICIAN,True,True
623,Gabriel Narutowicz:(POLITICIAN)::Leona Lewis:X; X is SOCCER PLAYER,SINGER,False,True
624,Leona Lewis:(SINGER)::Marie Tussaud:X; X is ACTOR,SCULPTOR,False,True
625,Marie Tussaud:(SCULPTOR)::Matthew Perry:X; X is RELIGIOUS FIGURE,ACTOR,False,True
626,Matthew Perry:(ACTOR)::Kim Novak:X; X is SINGER,ACTOR,False,True
627,Kim Novak:(ACTOR)::Geoffrey Chaucer:X; X is WRITER,WRITER,True,True
628,Geoffrey Chaucer:(WRITER)::Eoin Colfer:X; X is WRITER,WRITER,True,True
629,Eoin Colfer:(WRITER)::Simon Marius:X; X is BOXER,ASTRONOMER,False,True
630,Simon Marius:(ASTRONOMER)::Denílson Pereira Neves:X; X is ACTOR,SOCCER PLAYER,False,True
631,Denílson Pereira Neves:(SOCCER PLAYER)::Luise Rainer:X; X is POLITICIAN,ACTOR,False,True
632,Luise Rainer:(ACTOR)::Albrecht von Wallenstein:X; X is WRITER,MILITARY PERSONNEL,False,True
633,Albrecht von Wallenstein:(MILITARY PERSONNEL)::Dave Brubeck:X; X is MUSICIAN,MUSICIAN,True,True
634,Dave Brubeck:(MUSICIAN)::Abai Kunanbaiuli:X; X is WRITER,WRITER,True,True
635,Abai Kunanbaiuli:(WRITER)::Hugh Hefner:X; X is BUSINESSPERSON,BUSINESSPERSON,True,True
636,Hugh Hefner:(BUSINESSPERSON)::Enrique Granados:X; X is COMPOSER,COMPOSER,True,True
637,Enrique Granados:(COMPOSER)::Epaminondas:X; X is TENNIS PLAYER,POLITICIAN,False,True
638,Epaminondas:(POLITICIAN)::Cantinflas:X; X is ACTOR,ACTOR,True,True
639,Cantinflas:(ACTOR)::William Saroyan:X; X is PHOTOGRAPHER,WRITER,False,True
640,William Saroyan:(WRITER)::Steve Reich:X; X is COMPOSER,COMPOSER,True,True
641,Steve Reich:(COMPOSER)::Yoshiro Mori:X; X is MUSICIAN,POLITICIAN,False,True
642,Yoshiro Mori:(POLITICIAN)::Charles Greeley Abbot:X; X is ASTRONOMER,ASTRONOMER,True,True
643,Charles Greeley Abbot:(ASTRONOMER)::Dominika Cibulková:X; X is TENNIS PLAYER,TENNIS PLAYER,True,True
644,Dominika Cibulková:(TENNIS PLAYER)::Roger Waters:X; X is ATHLETE,MUSICIAN,False,True
645,Roger Waters:(MUSICIAN)::Erich Hartmann:X; X is MILITARY PERSONNEL,MILITARY PERSONNEL,True,True
646,Erich Hartmann:(MILITARY PERSONNEL)::George Harrison:X; X is MUSICIAN,MUSICIAN,True,True
647,George Harrison:(MUSICIAN)::Odysseas Elytis:X; X is MUSICIAN,WRITER,False,True
648,Odysseas Elytis:(WRITER)::Yaya Touré:X; X is SOCCER PLAYER,SOCCER PLAYER,True,True
649,Yaya Touré:(SOCCER PLAYER)::Robert Patrick:X; X is ACTOR,ACTOR,True,True
650,Robert Patrick:(ACTOR)::Sarah Wayne Callies:X; X is PHILOSOPHER,ACTOR,False,True
651,Sarah Wayne Callies:(ACTOR)::Louis VII of France:X; X is INVENTOR,POLITICIAN,False,True
652,Louis VII of France:(POLITICIAN)::Wong Kar-wai:X; X is SOCCER PLAYER,FILM DIRECTOR,False,True
653,Wong Kar-wai:(FILM DIRECTOR)::Jean-Pierre Serre:X; X is SINGER,MATHEMATICIAN,False,True
654,Jean-Pierre Serre:(MATHEMATICIAN)::Thom Mayne:X; X is ARCHITECT,ARCHITECT,True,True
655,Thom Mayne:(ARCHITECT)::Anders Behring Breivik:X; X is EXTREMIST,EXTREMIST,True,True
656,Anders Behring Breivik:(EXTREMIST)::Teti:X; X is SOCCER PLAYER,POLITICIAN,False,True
657,Teti:(POLITICIAN)::Paul-Henri Mathieu:X; X is COMPOSER,TENNIS PLAYER,False,True
658,Paul-Henri Mathieu:(TENNIS PLAYER)::Muhammad:X; X is PHILOSOPHER,RELIGIOUS FIGURE,False,True
659,Muhammad:(RELIGIOUS FIGURE)::Thomas Edison:X; X is POLITICIAN,INVENTOR,False,True
660,Thomas Edison:(INVENTOR)::Ezra Pound:X; X is POLITICIAN,WRITER,False,True
661,Ezra Pound:(WRITER)::Doutzen Kroes:X; X is MODEL,MODEL,True,True
662,Doutzen Kroes:(MODEL)::Pope Adrian III:X; X is WRITER,RELIGIOUS FIGURE,False,True
663,Pope Adrian III:(RELIGIOUS FIGURE)::Rosario Dawson:X; X is HISTORIAN,ACTOR,False,True
664,Rosario Dawson:(ACTOR)::Pope Benedict VIII:X; X is SINGER,RELIGIOUS FIGURE,False,True
665,Pope Benedict VIII:(RELIGIOUS FIGURE)::Miloš Forman:X; X is FILM DIRECTOR,FILM DIRECTOR,True,True
666,Miloš Forman:(FILM DIRECTOR)::Kurt von Schleicher:X; X is COMPOSER,POLITICIAN,False,True
667,Kurt von Schleicher:(POLITICIAN)::Katie Melua:X; X is SINGER,SINGER,True,True
668,Katie Melua:(SINGER)::Beck Hansen:X; X is MUSICIAN,MUSICIAN,True,True
669,Beck Hansen:(MUSICIAN)::Michael Rensing:X; X is COMPOSER,SOCCER PLAYER,False,True
670,Michael Rensing:(SOCCER PLAYER)::Shania Twain:X; X is POLITICIAN,SINGER,False,True
671,Shania Twain:(SINGER)::Tirunesh Dibaba:X; X is ACTOR,ATHLETE,False,True
672,Tirunesh Dibaba:(ATHLETE)::David Albelda:X; X is ACTOR,SOCCER PLAYER,False,True
673,David Albelda:(SOCCER PLAYER)::America Ferrera:X; X is ACTOR,ACTOR,True,True
674,America Ferrera:(ACTOR)::Marek Edelman:X; X is PRESENTER,POLITICIAN,False,True
675,Marek Edelman:(POLITICIAN)::Willie Nelson:X; X is MUSICIAN,MUSICIAN,True,True
676,Willie Nelson:(MUSICIAN)::Maria II of Portugal:X; X is POLITICIAN,POLITICIAN,False,False
677,Maria II of Portugal:(POLITICIAN)::Cindy Crawford:X; X is ACTOR,MODEL,False,True
678,Cindy Crawford:(MODEL)::Bourvil:X; X is ACTOR,ACTOR,True,True
679,Bourvil:(ACTOR)::Yasujiro Ozu:X; X is POLITICIAN,FILM DIRECTOR,False,True
680,Yasujiro Ozu:(FILM DIRECTOR)::Michel Vorm:X; X is ACTOR,SOCCER PLAYER,False,True
681,Michel Vorm:(SOCCER PLAYER)::Kevin Smith:X; X is FILM DIRECTOR,FILM DIRECTOR,True,True
682,Kevin Smith:(FILM DIRECTOR)::Robert A. Heinlein:X; X is WRITER,WRITER,True,True
683,Robert A. Heinlein:(WRITER)::Childebert III:X; X is CHEMIST,POLITICIAN,False,True
684,Childebert III:(POLITICIAN)::Brian Cowen:X; X is COMPOSER,POLITICIAN,False,True
685,Brian Cowen:(POLITICIAN)::Amadeo I of Spain:X; X is POLITICIAN,POLITICIAN,False,False
686,Amadeo I of Spain:(POLITICIAN)::Valery Leontyev:X; X is SINGER,SINGER,True,True
687,Valery Leontyev:(SINGER)::Mitchel Musso:X; X is SOCCER PLAYER,ACTOR,False,True
688,Mitchel Musso:(ACTOR)::Chinghiz Aitmatov:X; X is POLITICIAN,WRITER,False,True
689,Chinghiz Aitmatov:(WRITER)::Andrey Voznesensky:X; X is WRITER,WRITER,True,True
690,Andrey Voznesensky:(WRITER)::Rani Mukerji:X; X is ACTOR,ACTOR,True,True
691,Rani Mukerji:(ACTOR)::Sergei Witte:X; X is POLITICIAN,POLITICIAN,True,True
692,Sergei Witte:(POLITICIAN)::John D. Rockefeller:X; X is BUSINESSPERSON,BUSINESSPERSON,True,True
693,John D. Rockefeller:(BUSINESSPERSON)::Umberto Giordano:X; X is ACTOR,COMPOSER,False,True
694,Umberto Giordano:(COMPOSER)::Goran Hadžić:X; X is POLITICIAN,POLITICIAN,True,True
695,Goran Hadžić:(POLITICIAN)::Maximilian Kolbe:X; X is RELIGIOUS FIGURE,RELIGIOUS FIGURE,True,True
696,Maximilian Kolbe:(RELIGIOUS FIGURE)::Frida Kahlo:X; X is PAINTER,PAINTER,True,True
697,Frida Kahlo:(PAINTER)::Sotirios Kyrgiakos:X; X is SOCCER PLAYER,SOCCER PLAYER,True,True
698,Sotirios Kyrgiakos:(SOCCER PLAYER)::Norah Jones:X; X is MILITARY PERSONNEL,MUSICIAN,False,True
699,Norah Jones:(MUSICIAN)::Henri Lebesgue:X; X is ARTIST,MATHEMATICIAN,False,True
700,Henri Lebesgue:(MATHEMATICIAN)::Asaph Hall:X; X is MUSICIAN,ASTRONOMER,False,True
701,Asaph Hall:(ASTRONOMER)::Lucius Tarquinius Superbus:X; X is COMPOSER,POLITICIAN,False,True
702,Lucius Tarquinius Superbus:(POLITICIAN)::Duccio:X; X is COMPOSER,ARTIST,False,True
703,Duccio:(ARTIST)::Karlheinz Stockhausen:X; X is COMPOSER,COMPOSER,True,True
704,Karlheinz Stockhausen:(COMPOSER)::Aphex Twin:X; X is POLITICIAN,MUSICIAN,False,True
705,Aphex Twin:(MUSICIAN)::Gustavo Adolfo Bécquer:X; X is WRITER,WRITER,True,True
706,Gustavo Adolfo Bécquer:(WRITER)::John Hunyadi:X; X is POLITICIAN,POLITICIAN,True,True
707,John Hunyadi:(POLITICIAN)::Matthias Jakob Schleiden:X; X is ACTOR,BIOLOGIST,False,True
708,Matthias Jakob Schleiden:(BIOLOGIST)::Al-Ghazali:X; X is PHILOSOPHER,PHILOSOPHER,True,True
709,Al-Ghazali:(PHILOSOPHER)::Yoshihiko Noda:X; X is POLITICIAN,POLITICIAN,True,True
710,Yoshihiko Noda:(POLITICIAN)::Bill Cosby:X; X is ACTOR,ACTOR,True,True
711,Bill Cosby:(ACTOR)::Alexander I of Macedon:X; X is WRITER,POLITICIAN,False,True
712,Alexander I of Macedon:(POLITICIAN)::Alberto Santos-Dumont:X; X is ARCHITECT,INVENTOR,False,True
713,Alberto Santos-Dumont:(INVENTOR)::Django Reinhardt:X; X is MILITARY PERSONNEL,MUSICIAN,False,True
714,Django Reinhardt:(MUSICIAN)::Dinara Safina:X; X is TENNIS PLAYER,TENNIS PLAYER,True,True
715,Dinara Safina:(TENNIS PLAYER)::Hank Azaria:X; X is ACTOR,ACTOR,True,True
716,Hank Azaria:(ACTOR)::Christian Ziege:X; X is WRITER,SOCCER PLAYER,False,True
717,Christian Ziege:(SOCCER PLAYER)::Pope Honorius I:X; X is MUSICIAN,RELIGIOUS FIGURE,False,True
718,Pope Honorius I:(RELIGIOUS FIGURE)::John I of France:X; X is COMPOSER,POLITICIAN,False,True
719,John I of France:(POLITICIAN)::Tim Allen:X; X is BUSINESSPERSON,ACTOR,False,True
720,Tim Allen:(ACTOR)::Viktor Yushchenko:X; X is POLITICIAN,POLITICIAN,True,True
721,Viktor Yushchenko:(POLITICIAN)::Eadweard Muybridge:X; X is PHOTOGRAPHER,PHOTOGRAPHER,True,True
722,Eadweard Muybridge:(PHOTOGRAPHER)::Sébastien Bourdais:X; X is DESIGNER,RACECAR DRIVER,False,True
723,Sébastien Bourdais:(RACECAR DRIVER)::Filippo Lippi:X; X is ACTOR,PAINTER,False,True
724,Filippo Lippi:(PAINTER)::Stephen Hawking:X; X is PHYSICIST,PHYSICIST,True,True
725,Stephen Hawking:(PHYSICIST)::Nick Clegg:X; X is ACTOR,POLITICIAN,False,True
726,Nick Clegg:(POLITICIAN)::Claude Elwood Shannon:X; X is ACTOR,COMPUTER SCIENTIST,False,True
727,Claude Elwood Shannon:(COMPUTER SCIENTIST)::Eumenes:X; X is POLITICIAN,MILITARY PERSONNEL,False,True
728,Eumenes:(MILITARY PERSONNEL)::Larry Wall:X; X is WRITER,COMPUTER SCIENTIST,True,False
729,Larry Wall:(COMPUTER SCIENTIST)::Burebista:X; X is JOURNALIST,POLITICIAN,False,True
730,Burebista:(POLITICIAN)::T. E. Lawrence:X; X is MILITARY PERSONNEL,MILITARY PERSONNEL,True,True
731,T. E. Lawrence:(MILITARY PERSONNEL)::Renzo Piano:X; X is ARCHITECT,ARCHITECT,True,True
732,Renzo Piano:(ARCHITECT)::Stanisław Konarski:X; X is WRITER,WRITER,True,True
733,Stanisław Konarski:(WRITER)::Władysław IV Vasa:X; X is SOCCER PLAYER,POLITICIAN,False,True
734,Władysław IV Vasa:(POLITICIAN)::Joaquim Chissano:X; X is POLITICIAN,POLITICIAN,True,True
735,Joaquim Chissano:(POLITICIAN)::Dr. Dre:X; X is ARTIST,SINGER,True,False
736,Dr. Dre:(SINGER)::Mario Mandžukić:X; X is SOCCER PLAYER,SOCCER PLAYER,True,True
737,Mario Mandžukić:(SOCCER PLAYER)::Alexis de Tocqueville:X; X is MUSICIAN,HISTORIAN,False,True
738,Alexis de Tocqueville:(HISTORIAN)::Shimon Peres:X; X is POLITICIAN,POLITICIAN,True,True
739,Shimon Peres:(POLITICIAN)::Jean-Jacques Annaud:X; X is FILM DIRECTOR,FILM DIRECTOR,True,True
740,Jean-Jacques Annaud:(FILM DIRECTOR)::Artaxerxes I of Persia:X; X is BIOLOGIST,POLITICIAN,False,True
741,Artaxerxes I of Persia:(POLITICIAN)::Patty Schnyder:X; X is TENNIS PLAYER,TENNIS PLAYER,True,True
742,Patty Schnyder:(TENNIS PLAYER)::Abigail Breslin:X; X is ACTOR,ACTOR,True,True
743,Abigail Breslin:(ACTOR)::Martin de Porres:X; X is RELIGIOUS FIGURE,RELIGIOUS FIGURE,True,True
744,Martin de Porres:(RELIGIOUS FIGURE)::Bernie Mac:X; X is POLITICIAN,ACTOR,False,True
745,Bernie Mac:(ACTOR)::Caetano Veloso:X; X is MUSICIAN,MUSICIAN,True,True
746,Caetano Veloso:(MUSICIAN)::Émile Borel:X; X is WRITER,MATHEMATICIAN,False,True
747,Émile Borel:(MATHEMATICIAN)::Val Kilmer:X; X is ACTOR,ACTOR,True,True
748,Val Kilmer:(ACTOR)::Richard Burton:X; X is ACTOR,ACTOR,True,True
749,Richard Burton:(ACTOR)::Simon Wiesenthal:X; X is PHYSICIST,SOCIAL ACTIVIST,False,True
750,Simon Wiesenthal:(SOCIAL ACTIVIST)::Maurice Béjart:X; X is POLITICIAN,DANCER,False,True
751,Maurice Béjart:(DANCER)::Michel Rocard:X; X is POLITICIAN,POLITICIAN,True,True
752,Michel Rocard:(POLITICIAN)::Corazon Aquino:X; X is ACTOR,POLITICIAN,False,True
753,Corazon Aquino:(POLITICIAN)::Baldwin IV of Jerusalem:X; X is SOCCER PLAYER,POLITICIAN,False,True
754,Baldwin IV of Jerusalem:(POLITICIAN)::Amaziah of Judah:X; X is SOCCER PLAYER,POLITICIAN,False,True
755,Amaziah of Judah:(POLITICIAN)::Paul J. Crutzen:X; X is EXTREMIST,CHEMIST,False,True
